a3,a0
a0,a3
a8,a0
a0,a8
a8,a11
a11,a8
a8,a2
a2,a8
a15,a0
a0,a15
a17,a0
a0,a17
a17,a9
a9,a17
a2,a1
a1,a2
a12,a1
a1,a12
a4,a2
a2,a4
a16,a2
a2,a16
a16,a17
a17,a16
a16,a14
a14,a16
a19,a2
a2,a19
a7,a3
a3,a7
a7,a4
a4,a7
a7,a9
a9,a7
a7,a1
a1,a7
a9,a3
a3,a9
a9,a11
a11,a9
a9,a10
a10,a9
a10,a3
a3,a10
a18,a3
a3,a18
a18,a10
a10,a18
a18,a15
a15,a18
a18,a6
a6,a18
a5,a4
a4,a5
a6,a5
a5,a6
a6,a16
a16,a6
a13,a7
a7,a13
a13,a5
a5,a13
a11,a10
a10,a11
a11,a1
a1,a11
a14,a11
a11,a14
b1,b19
b19,b1
b3,b0
b0,b3
b8,b0
b0,b8
b8,b11
b11,b8
b8,b2
b2,b8
b15,b0
b0,b15
b17,b0
b0,b17
b17,b9
b9,b17
b2,b1
b1,b2
b12,b1
b1,b12
b4,b2
b2,b4
b16,b2
b2,b16
b16,b17
b17,b16
b16,b14
b14,b16
b19,b2
b2,b19
b7,b3
b3,b7
b7,b4
b4,b7
b7,b9
b9,b7
b7,b1
b1,b7
b9,b3
b3,b9
b9,b11
b11,b9
b9,b10
b10,b9
b10,b3
b3,b10
b18,b3
b3,b18
b18,b10
b10,b18
b18,b15
b15,b18
b18,b6
b6,b18
b5,b4
b4,b5
b6,b5
b5,b6
b6,b16
b16,b6
b13,b7
b7,b13
b13,b5
b5,b13
b11,b10
b10,b11
b11,b1
b1,b11
b14,b11
b11,b14
c1,c19
c19,c1
c3,c0
c0,c3
c8,c0
c0,c8
c8,c11
c11,c8
c8,c2
c2,c8
c15,c0
c0,c15
c17,c0
c0,c17
c17,c9
c9,c17
c2,c1
c1,c2
c12,c1
c1,c12
c4,c2
c2,c4
c16,c2
c2,c16
c16,c17
c17,c16
c16,c14
c14,c16
c19,c2
c2,c19
c7,c3
c3,c7
c7,c4
c4,c7
c7,c9
c9,c7
c7,c1
c1,c7
c9,c3
c3,c9
c9,c11
c11,c9
c9,c10
c10,c9
c10,c3
c3,c10
c18,c3
c3,c18
c18,c10
c10,c18
c18,c15
c15,c18
c18,c6
c6,c18
c5,c4
c4,c5
c6,c5
c5,c6
c6,c16
c16,c6
c13,c7
c7,c13
c13,c5
c5,c13
c11,c10
c10,c11
c11,c1
c1,c11
c14,c11
c11,c14
d1,d19
d19,d1
d3,d0
d0,d3
d8,d0
d0,d8
d8,d11
d11,d8
d8,d2
d2,d8
d15,d0
d0,d15
d17,d0
d0,d17
d17,d9
d9,d17
d2,d1
d1,d2
d12,d1
d1,d12
d4,d2
d2,d4
d16,d2
d2,d16
d16,d17
d17,d16
d16,d14
d14,d16
d19,d2
d2,d19
d7,d3
d3,d7
d7,d4
d4,d7
d7,d9
d9,d7
d7,d1
d1,d7
d9,d3
d3,d9
d9,d11
d11,d9
d9,d10
d10,d9
d10,d3
d3,d10
d18,d3
d3,d18
d18,d10
d10,d18
d18,d15
d15,d18
d18,d6
d6,d18
d5,d4
d4,d5
d6,d5
d5,d6
d6,d16
d16,d6
d13,d7
d7,d13
d13,d5
d5,d13
d11,d10
d10,d11
d11,d1
d1,d11
d14,d11
d11,d14
e1,e19
e19,e1
e3,e0
e0,e3
e8,e0
e0,e8
e8,e11
e11,e8
e8,e2
e2,e8
e15,e0
e0,e15
e17,e0
e0,e17
e17,e9
e9,e17
e2,e1
e1,e2
e12,e1
e1,e12
e4,e2
e2,e4
e16,e2
e2,e16
e16,e17
e17,e16
e16,e14
e14,e16
e19,e2
e2,e19
e7,e3
e3,e7
e7,e4
e4,e7
e7,e9
e9,e7
e7,e1
e1,e7
e9,e3
e3,e9
e9,e11
e11,e9
e9,e10
e10,e9
e10,e3
e3,e10
e18,e3
e3,e18
e18,e10
e10,e18
e18,e15
e15,e18
e18,e6
e6,e18
e5,e4
e4,e5
e6,e5
e5,e6
e6,e16
e16,e6
e13,e7
e7,e13
e13,e5
e5,e13
e11,e10
e10,e11
e11,e1
e1,e11
e14,e11
e11,e14
f1,f19
f19,f1
f3,f0
f0,f3
f8,f0
f0,f8
f8,f11
f11,f8
f8,f2
f2,f8
f15,f0
f0,f15
f17,f0
f0,f17
f17,f9
f9,f17
f2,f1
f1,f2
f12,f1
f1,f12
f4,f2
f2,f4
f16,f2
f2,f16
f16,f17
f17,f16
f16,f14
f14,f16
f19,f2
f2,f19
f7,f3
f3,f7
f7,f4
f4,f7
f7,f9
f9,f7
f7,f1
f1,f7
f9,f3
f3,f9
f9,f11
f11,f9
f9,f10
f10,f9
f10,f3
f3,f10
f18,f3
f3,f18
f18,f10
f10,f18
f18,f15
f15,f18
f18,f6
f6,f18
f5,f4
f4,f5
f6,f5
f5,f6
f6,f16
f16,f6
f13,f7
f7,f13
f13,f5
f5,f13
f11,f10
f10,f11
f11,f1
f1,f11
f14,f11
f11,f14
g1,g19
g19,g1
g3,g0
g0,g3
g8,g0
g0,g8
g8,g11
g11,g8
g8,g2
g2,g8
g15,g0
g0,g15
g17,g0
g0,g17
g17,g9
g9,g17
g2,g1
g1,g2
g12,g1
g1,g12
g4,g2
g2,g4
g16,g2
g2,g16
g16,g17
g17,g16
g16,g14
g14,g16
g19,g2
g2,g19
g7,g3
g3,g7
g7,g4
g4,g7
g7,g9
g9,g7
g7,g1
g1,g7
g9,g3
g3,g9
g9,g11
g11,g9
g9,g10
g10,g9
g10,g3
g3,g10
g18,g3
g3,g18
g18,g10
g10,g18
g18,g15
g15,g18
g18,g6
g6,g18
g5,g4
g4,g5
g6,g5
g5,g6
g6,g16
g16,g6
g13,g7
g7,g13
g13,g5
g5,g13
g11,g10
g10,g11
g11,g1
g1,g11
g14,g11
g11,g14
h1,h19
h19,h1
h3,h0
h0,h3
h8,h0
h0,h8
h8,h11
h11,h8
h8,h2
h2,h8
h15,h0
h0,h15
h17,h0
h0,h17
h17,h9
h9,h17
h2,h1
h1,h2
h12,h1
h1,h12
h4,h2
h2,h4
h16,h2
h2,h16
h16,h17
h17,h16
h16,h14
h14,h16
h19,h2
h2,h19
h7,h3
h3,h7
h7,h4
h4,h7
h7,h9
h9,h7
h7,h1
h1,h7
h9,h3
h3,h9
h9,h11
h11,h9
h9,h10
h10,h9
h10,h3
h3,h10
h18,h3
h3,h18
h18,h10
h10,h18
h18,h15
h15,h18
h18,h6
h6,h18
h5,h4
h4,h5
h6,h5
h5,h6
h6,h16
h16,h6
h13,h7
h7,h13
h13,h5
h5,h13
h11,h10
h10,h11
h11,h1
h1,h11
h14,h11
h11,h14
i1,i19
i19,i1
i3,i0
i0,i3
i8,i0
i0,i8
i8,i11
i11,i8
i8,i2
i2,i8
i15,i0
i0,i15
i17,i0
i0,i17
i17,i9
i9,i17
i2,i1
i1,i2
i12,i1
i1,i12
i4,i2
i2,i4
i16,i2
i2,i16
i16,i17
i17,i16
i16,i14
i14,i16
i19,i2
i2,i19
i7,i3
i3,i7
i7,i4
i4,i7
i7,i9
i9,i7
i7,i1
i1,i7
i9,i3
i3,i9
i9,i11
i11,i9
i9,i10
i10,i9
i10,i3
i3,i10
i18,i3
i3,i18
i18,i10
i10,i18
i18,i15
i15,i18
i18,i6
i6,i18
i5,i4
i4,i5
i6,i5
i5,i6
i6,i16
i16,i6
i13,i7
i7,i13
i13,i5
i5,i13
i11,i10
i10,i11
i11,i1
i1,i11
i14,i11
i11,i14
l1,l19
l19,l1
l3,l0
l0,l3
l8,l0
l0,l8
l8,l11
l11,l8
l8,l2
l2,l8
l15,l0
l0,l15
l17,l0
l0,l17
l17,l9
l9,l17
l2,l1
l1,l2
l12,l1
l1,l12
l4,l2
l2,l4
l16,l2
l2,l16
l16,l17
l17,l16
l16,l14
l14,l16
l19,l2
l2,l19
l7,l3
l3,l7
l7,l4
l4,l7
l7,l9
l9,l7
l7,l1
l1,l7
l9,l3
l3,l9
l9,l11
l11,l9
l9,l10
l10,l9
l10,l3
l3,l10
l18,l3
l3,l18
l18,l10
l10,l18
l18,l15
l15,l18
l18,l6
l6,l18
l5,l4
l4,l5
l6,l5
l5,l6
l6,l16
l16,l6
l13,l7
l7,l13
l13,l5
l5,l13
l11,l10
l10,l11
l11,l1
l1,l11
l14,l11
l11,l14
