36,22,44,17,33,42,20
44,7,5,43,19,17,10
3,37,14,33,29,35,6
41,18,15,10,14,11,19
8,48,3,28,2,37,47
9,4,48,12,44,46,28
17,10,42,6,30,46,3
44,19,7,13,28,46,41
19,49,24,38,30,27,37
34,38,27,43,39,13,44
25,8,47,37,24,46,17
5,26,2,16,30,18,9
2,29,13,38,24,20,47
36,41,20,15,48,17,19
7,6,33,18,23,27,31
38,49,7,6,47,9,25
46,12,48,5,28,35,38
7,15,44,12,26,39,37
44,47,23,42,17,24,41
5,25,2,38,47,34,11
12,32,39,1,41,17,43
22,38,1,28,14,39,43
5,8,23,17,49,32,33
13,28,14,1,40,19,34
2,36,6,47,18,8,30
23,11,15,13,4,10,2
15,37,48,5,1,22,49
8,9,44,32,36,11,30
13,26,22,19,40,16,25
8,48,46,3,33,23,20
4,18,39,32,49,5,26
8,24,31,38,13,4,43
3,9,15,18,34,4,22
5,29,21,36,2,38,35
6,37,19,36,5,1,9
49,1,30,28,37,16,9
31,49,21,20,15,46,14
41,33,5,44,18,9,27
8,24,38,2,36,42,35
5,37,15,46,31,13,23
6,44,23,37,8,42,41
8,11,35,34,33,2,16
38,7,2,14,46,15,13
39,16,45,37,36,25,31
2,17,41,9,48,6,33
9,48,7,5,15,45,11
14,5,35,46,42,32,24
19,23,33,11,1,24,10
2,21,27,20,33,28,32
22,11,4,45,12,47,28
44,32,21,35,28,45,17
4,15,12,34,48,24,21
17,20,44,13,30,42,15
27,6,47,35,11,29,18
26,48,40,23,36,3,41
18,16,48,38,8,27,5
3,34,2,15,33,25,23
23,45,49,9,1,4,34
38,24,37,49,15,30,8
11,4,46,7,35,12,26
12,47,48,21,40,6,9
13,19,1,27,6,34,10
2,19,48,42,3,17,21
16,3,38,9,36,44,47
11,16,21,4,47,26,15
14,5,39,23,26,17,36
21,2,11,23,14,27,25
47,28,26,43,1,13,30
34,38,20,6,18,25,44
21,44,36,20,49,11,48
27,21,46,23,39,19,48
19,28,46,33,26,30,3
32,39,7,11,45,40,15
17,3,25,49,6,47,30
5,27,28,16,44,21,34
48,44,3,43,7,29,15
17,22,25,4,29,24,27
10,24,9,34,18,43,42
36,6,39,20,28,38,32
5,8,42,34,2,22,10
38,6,35,37,31,43,2
30,41,15,3,38,46,7
5,25,24,43,37,11,42
31,7,26,19,3,13,44
19,16,38,5,4,46,22
40,7,11,49,10,15,20
14,17,28,37,38,49,21
27,47,43,49,36,16,32
7,6,14,36,48,8,5
6,48,29,26,4,28,7
46,28,36,4,1,19,16
27,29,5,8,47,19,9
16,5,26,47,37,17,40
15,45,13,19,23,10,5
48,29,36,26,13,35,28
18,41,49,44,6,14,26
48,14,15,6,40,29,11
26,21,11,19,9,41,40
10,32,47,7,30,29,18
26,32,4,38,39,31,48
43,12,29,36,10,20,7
10,6,33,27,12,39,46
28,16,18,38,13,37,40
17,12,45,44,5,26,14
18,29,40,17,32,23,27
9,5,25,14,23,38,44
43,32,35,12,45,38,14
32,16,8,21,23,20,41
24,40,26,46,39,47,36
48,8,46,15,35,12,28
8,2,4,40,5,33,12
42,31,17,29,23,11,34
33,16,9,28,19,18,45
38,16,5,36,44,12,40
46,33,11,22,40,23,5
9,39,15,33,7,31,17
20,48,17,5,14,16,43
11,31,45,33,26,5,3
9,31,36,46,22,12,38
13,46,48,36,29,37,34
11,38,32,18,5,37,27
46,30,7,19,48,14,49
42,48,46,40,16,2,3
40,11,13,46,47,24,41
4,32,6,27,35,25,37
37,47,18,34,49,29,2
5,7,14,17,46,39,26
36,8,41,35,4,17,6
4,49,13,35,43,48,42
41,39,48,25,11,47,38
29,4,5,32,34,38,24
21,30,33,24,41,38,47
12,19,29,1,33,32,45
11,31,28,48,1,27,47
12,5,14,4,49,2,15
39,7,14,31,8,13,3
31,5,40,35,48,27,8
38,27,48,37,31,13,42
28,41,14,21,22,7,30
37,15,16,31,21,18,33
29,36,7,24,12,8,42
2,31,34,28,46,32,42
26,7,15,33,25,21,46
36,23,4,28,46,39,8
14,17,7,4,34,22,1
22,42,10,45,39,15,2
35,41,34,25,30,1,21
45,12,33,41,27,4,6
44,27,28,34,13,48,35
12,33,29,25,44,30,42
28,49,30,35,11,29,7
3,49,8,14,23,33,10
23,37,34,33,31,16,30
48,47,17,1,21,24,3
35,20,21,18,45,29,38
41,9,34,5,21,1,3
28,2,8,30,16,38,43
8,36,11,37,10,1,28
11,6,27,45,41,46,48
48,25,49,46,8,41,32
