19,48,1
17,44,16
36,38,49
20,27,8
22,6,17
26,20,43
35,7,31
44,20,49
9,17,37
41,18,3
15,38,46
17,16,15
34,49,11
23,46,11
20,12,19
27,25,47
15,41,38
3,33,42
32,4,36
48,14,11
1,5,27
48,39,4
47,36,19
14,49,36
41,38,2
21,6,10
8,35,37
36,24,7
48,40,29
40,49,7
40,33,44
30,29,46
21,40,27
45,3,27
22,6,16
18,4,12
46,45,47
38,41,42
19,9,29
9,46,2
3,46,5
39,36,11
44,29,16
18,40,16
26,21,48
4,43,36
49,27,43
15,9,43
26,17,35
46,18,40
9,17,30
32,35,34
17,42,45
7,29,23
39,18,20
12,10,11
2,44,5
2,33,20
47,16,33
18,48,11
34,16,31
32,12,45
14,38,25
28,19,12
20,9,48
16,1,37
16,23,21
17,41,32
49,23,12
10,11,34
40,48,37
26,35,47
10,28,1
33,32,45
31,23,33
15,10,32
17,37,20
16,4,29
14,13,18
4,23,30
37,13,14
12,42,43
48,47,44
21,40,6
40,23,1
40,39,18
25,22,10
8,43,37
41,34,22
19,13,25
3,24,40
16,24,8
37,26,46
21,49,24
46,7,13
2,13,47
12,44,21
19,3,20
23,10,29
5,20,2
18,5,27
47,37,32
25,41,22
31,4,17
25,39,46
30,22,42
31,49,44
12,48,43
48,16,37
25,47,48
39,44,21
39,43,15
7,17,48
24,44,33
34,23,17
13,15,25
20,25,49
19,32,21
46,41,13
43,12,45
37,34,33
22,13,6
15,17,35
14,19,39
14,18,5
17,39,19
44,21,27
21,16,36
13,7,35
15,46,3
30,41,11
14,33,28
22,28,48
5,31,12
11,44,37
24,4,41
49,6,9
14,27,10
24,38,23
44,1,31
25,37,31
3,44,21
47,16,21
1,30,10
19,28,23
27,3,41
27,3,43
39,46,4
47,26,11
38,14,37
25,42,15
47,14,19
21,19,32
9,3,5
12,39,42
6,38,37
20,39,28
14,12,15
36,27,12
47,6,12
24,7,8
12,35,46
37,27,29
29,48,27
34,36,6
36,12,37
36,35,17
38,46,42
5,40,13
36,35,16
49,11,4
16,12,11
23,7,25
31,18,35
21,39,40
8,26,25
44,24,25
47,15,41
33,48,18
2,18,8
19,18,2
47,33,3
35,38,19
3,22,19
10,40,37
8,32,47
33,17,37
31,1,33
40,21,18
4,24,37
40,9,44
12,40,38
16,43,25
48,39,5
37,10,18
12,31,7
44,18,4
31,34,20
14,20,32
23,2,31
20,6,30
14,21,28
23,46,38
22,4,21
29,38,35
43,48,12
3,35,36
13,46,10
13,18,5
3,44,25
20,46,14
33,2,37
49,20,16
41,24,32
28,46,37
2,21,42
22,18,3
16,24,44
34,32,46
36,29,31
23,45,2
44,25,29
14,31,16
15,24,49
5,42,29
23,29,16
37,26,4
48,35,28
7,30,20
1,47,29
43,15,47
3,24,45
26,23,47
46,13,37
9,15,47
42,49,20
36,19,28
22,12,28
19,18,34
46,28,26
12,8,28
34,48,12
21,26,11
8,44,31
45,16,20
18,30,15
7,33,48
13,2,14
8,49,1
35,44,41
20,21,47
39,10,19
31,20,7
33,1,3
9,28,13
8,16,9
6,3,42
17,9,30
6,31,40
47,24,23
1,40,11
21,25,14
48,32,10
24,28,45
22,39,32
12,48,44
45,46,22
39,6,19
37,31,5
49,21,27
21,49,27
39,3,37
37,5,38
45,38,49
33,36,24
48,22,15
29,44,45
2,1,41
10,13,42
12,47,21
21,37,40
25,24,6
16,34,8
14,30,37
7,42,4
29,32,42
30,27,1
37,25,35
24,10,5
7,46,3
21,29,41
46,34,13
34,44,2
24,37,49
2,27,15
43,48,27
4,9,46
3,26,48
47,23,44
33,24,3
22,18,35
15,20,19
22,25,34
36,8,31
10,5,32
22,6,26
1,42,31
41,30,29
26,14,49
15,41,25
26,32,34
23,18,47
2,36,7
17,35,23
39,29,21
29,44,24
12,39,40
17,42,47
16,33,3
49,28,11
40,9,8
32,41,14
8,30,25
47,16,18
26,22,43
3,2,40
13,25,18
40,49,26
2,42,40
32,35,43
11,31,49
26,47,6
10,23,39
12,25,2
3,22,1
30,34,37
12,6,3
19,18,38
8,48,12
24,38,16
21,11,25
31,14,23
47,1,46
32,22,28
40,15,2
38,1,35
20,48,25
39,35,28
43,25,23
4,16,15
32,43,36
10,13,34
26,12,27
38,8,15
10,31,1
3,27,37
47,12,9
5,33,37
9,41,13
11,25,38
24,48,23
5,29,22
15,19,46
42,41,9
42,33,5
16,9,31
4,3,28
19,42,13
5,44,32
28,30,16
35,34,15
48,16,25
6,45,21
16,18,15
30,6,28
25,37,10
49,22,4
49,20,18
10,8,16
6,24,8
26,10,3
6,39,46
10,2,20
37,41,26
6,32,14
28,43,10
16,43,12
40,13,9
43,42,35
36,43,37
1,39,35
42,17,8
27,9,33
15,18,4
34,41,37
17,7,19
25,27,10
33,22,6
21,33,12
9,12,23
24,14,25
7,34,37
35,9,4
22,20,25
20,36,17
35,46,32
30,11,13
11,37,45
44,19,9
14,23,32
12,32,42
37,22,15
16,21,39
12,32,34
12,48,32
39,43,44
26,20,37
18,34,5
8,42,29
49,9,8
43,48,22
9,35,12
23,35,38
44,14,30
9,49,23
2,13,41
32,4,14
7,43,14
30,20,3
22,8,21
45,17,32
25,21,26
1,13,45
31,18,41
9,14,27
6,41,14
3,11,7
27,14,26
2,48,38
5,22,44
26,22,21
9,32,22
32,8,18
31,47,40
26,22,3
39,26,33
30,20,5
42,15,20
21,10,11
12,15,25
49,13,18
12,26,49
18,48,28
29,41,35
48,49,13
39,41,8
43,6,17
38,9,25
7,48,11
35,32,37
43,46,44
33,17,44
34,1,42
11,26,24
48,11,17
46,42,21
36,48,41
1,7,49
35,24,14
19,41,16
44,28,10
12,18,49
15,18,42
15,49,8
33,31,15
25,21,7
17,14,37
9,3,23
10,45,23
42,22,34
45,30,33
34,25,42
41,14,9
28,47,20
21,38,2
6,21,27
45,8,37
14,6,44
49,10,11
44,27,23
39,2,37
9,45,12
19,32,40
25,20,44
15,1,46
12,36,21
18,29,48
34,8,30
47,42,37
8,5,27
17,24,12
5,21,41
30,24,25
17,10,30
46,14,15
12,19,33
32,3,29
4,8,15
3,38,2
5,47,27
17,32,31
31,34,7
23,42,34
22,38,48
36,27,8
30,31,35
30,17,47
4,12,34
49,34,43
35,44,3
10,8,20
20,27,8
47,17,35
22,3,7
47,44,18
10,36,15
30,20,19
32,8,47
17,23,1
44,30,31
31,28,33
19,21,31
4,18,31
40,48,21
5,40,19
34,5,8
32,28,44
44,37,25
48,37,1
17,3,2
44,40,28
7,27,24
28,35,37
28,42,40
19,28,4
6,3,44
34,40,23
11,39,23
16,38,25
11,19,40
44,10,48
34,10,12
10,30,31
40,2,22
19,16,7
25,28,17
42,15,37
41,11,22
49,4,35
20,28,19
8,34,36
36,12,49
38,15,22
24,3,35
32,6,1
33,10,12
21,34,41
6,1,18
25,24,27
44,23,3
5,45,3
14,11,33
3,28,31
43,6,14
8,36,32
44,38,43
30,38,18
30,28,23
3,21,2
43,21,4
29,32,3
21,27,23
43,46,36
36,4,22
39,11,25
9,26,20
