23,27
21,11
10,14
11,44
34,11
31,46
6,9
37,1
8,29
35,15
8,16
43,35
40,23
23,48
25,22
42,46
33,35
5,22
11,22
14,31
37,7
44,40
47,35
12,47
4,42
38,44
44,5
28,45
32,26
33,36
1,11
18,6
24,39
42,14
17,24
6,32
16,39
28,13
29,24
3,10
29,22
22,5
47,21
10,26
36,21
33,22
15,2
34,13
23,13
43,7
26,46
46,47
36,17
39,49
33,46
6,32
28,5
33,21
45,31
47,31
6,39
1,44
28,40
38,26
42,15
45,48
28,30
12,36
9,34
16,40
17,4
24,29
23,41
10,35
36,42
38,39
20,44
42,38
40,30
44,2
20,34
17,39
45,2
31,15
40,26
3,47
41,2
7,25
13,42
8,4
29,8
20,12
21,1
38,31
27,8
48,26
44,32
28,39
31,12
7,36
35,11
19,47
43,26
33,20
25,23
47,45
17,9
8,25
23,40
10,17
23,31
40,3
35,12
46,36
45,5
37,33
40,17
16,39
36,21
28,23
17,1
41,21
11,10
21,33
6,35
42,6
40,47
16,40
14,39
34,12
15,20
22,18
26,44
43,8
38,32
33,2
14,40
36,34
40,9
8,35
21,16
38,33
22,25
8,48
22,2
5,4
46,49
41,17
29,19
23,15
20,38
9,3
17,14
27,35
18,3
11,2
1,34
48,35
33,13
8,43
41,21
18,44
41,30
20,12
36,15
33,3
47,21
32,1
32,28
7,25
12,41
34,30
40,7
7,39
28,2
2,1
36,24
28,38
45,6
23,22
43,32
14,9
11,42
16,31
37,3
31,13
24,11
14,38
27,22
14,11
29,39
15,11
39,10
4,34
27,23
42,32
22,35
12,38
36,45
25,34
11,23
20,6
46,25
3,36
37,25
11,37
9,22
17,24
25,27
35,47
43,33
40,8
8,16
26,22
30,8
27,40
36,47
43,17
42,32
10,27
21,32
1,7
44,28
6,14
4,26
48,45
28,43
1,47
12,14
3,9
35,7
35,24
19,13
18,28
1,3
24,34
21,15
10,31
24,29
17,15
36,37
31,27
11,39
44,19
2,47
29,21
48,47
13,16
30,43
3,6
16,47
21,6
27,14
24,30
23,16
29,17
16,11
20,2
40,18
45,42
41,13
12,10
32,11
6,27
30,14
32,29
36,16
18,38
10,5
44,13
13,20
4,6
2,19
18,47
7,39
38,33
39,22
24,19
15,19
25,15
39,21
39,3
9,46
26,33
6,18
18,21
16,2
17,15
12,4
21,13
7,6
40,26
34,26
9,1
36,44
9,21
41,38
10,33
48,23
39,1
46,27
39,12
1,3
25,12
5,39
34,31
4,6
11,27
42,36
1,3
44,5
25,7
18,5
17,39
41,19
40,18
10,19
15,29
35,3
19,25
12,34
44,27
33,16
15,37
20,23
7,24
15,25
40,22
40,2
40,4
9,43
20,26
40,41
5,7
21,32
12,3
42,12
46,37
33,38
43,38
25,29
45,23
28,25
3,24
15,37
43,27
25,24
9,14
39,22
47,4
26,16
34,47
41,32
1,6
2,33
47,10
42,45
48,16
39,45
25,10
25,31
33,42
34,28
43,1
43,20
12,15
14,13
12,46
46,24
11,2
1,12
35,22
11,44
18,35
37,49
45,41
18,40
11,26
26,10
1,5
45,47
26,14
42,48
16,33
11,39
32,48
8,25
4,21
20,3
43,32
38,1
13,14
22,2
33,37
11,3
26,43
26,6
39,24
31,32
4,5
7,42
36,22
3,31
27,10
23,2
6,13
35,19
8,32
8,21
42,1
11,14
31,3
4,35
30,6
25,28
27,1
27,15
26,25
32,44
26,30
42,4
45,8
32,4
34,44
35,12
5,29
31,15
4,42
29,13
4,45
49,10
18,35
39,33
30,4
36,8
49,25
12,11
45,41
10,13
4,44
15,29
3,7
40,38
24,41
12,37
1,27
3,38
44,22
22,43
17,31
16,6
35,36
38,42
8,30
27,12
8,48
49,14
26,27
43,9
15,38
33,25
10,41
28,34
17,33
23,20
29,47
26,19
46,20
22,35
2,47
3,6
37,45
38,33
36,26
24,26
35,21
12,37
45,20
16,11
30,6
16,29
31,46
40,24
49,17
22,2
35,27
18,6
34,12
12,8
36,15
19,23
43,41
24,12
7,25
6,8
3,9
18,48
23,9
7,48
34,5
34,46
41,47
44,29
44,15
36,9
38,33
23,42
2,37
36,45
13,34
33,43
28,43
40,29
19,37
4,47
47,2
27,49
35,47
14,4
26,18
46,6
40,22
36,27
31,49
41,45
15,12
47,28
48,2
48,21
23,30
1,47
25,3
8,48
37,39
14,1
27,12
35,30
32,9
32,35
18,32
7,20
32,5
11,26
9,41
37,3
30,32
1,22
24,26
27,37
27,23
30,38
2,25
17,47
14,47
12,4
30,5
3,2
35,5
19,21
35,43
34,5
36,2
13,11
29,31
47,14
28,35
33,6
34,4
28,31
46,2
9,32
14,17
34,20
15,35
11,24
13,15
34,10
39,12
18,26
30,47
42,30
13,6
17,16
2,14
49,22
11,24
11,49
32,41
5,47
10,42
44,26
45,37
1,29
22,31
5,29
7,27
20,47
49,26
11,17
14,20
2,45
43,1
16,18
26,46
33,25
41,47
5,42
13,38
25,14
5,2
40,28
24,47
41,47
34,46
28,33
49,34
26,16
40,25
15,21
43,48
26,11
7,13
11,19
15,49
41,14
20,46
5,12
42,4
1,36
16,35
4,9
39,29
43,10
8,19
35,48
18,23
37,49
22,24
37,10
13,25
38,2
5,35
3,1
18,37
37,49
46,44
32,41
18,6
6,4
34,20
29,15
23,48
3,47
44,15
30,13
28,29
12,20
1,25
22,4
41,14
9,3
11,26
10,3
22,28
21,34
49,21
18,17
32,37
32,24
6,40
45,42
46,21
30,28
4,11
39,30
41,4
37,47
48,47
41,9
28,6
30,39
43,39
5,32
21,39
37,42
8,46
14,31
38,22
3,38
13,46
21,43
25,11
9,22
25,3
3,33
14,22
44,26
31,1
18,1
17,7
49,17
2,11
22,9
4,20
24,47
37,27
28,43
23,21
41,16
33,34
20,18
37,49
3,12
20,23
14,44
25,15
47,18
43,37
30,13
28,42
29,12
44,47
15,6
24,18
38,18
37,31
23,3
49,1
20,1
3,9
4,35
16,17
26,41
31,27
31,21
40,24
46,49
48,41
6,42
31,26
33,26
46,5
38,33
28,8
45,49
35,19
27,41
45,47
40,6
22,19
38,40
33,41
14,35
38,19
4,12
23,5
34,31
17,29
45,27
21,28
35,18
8,24
33,4
16,7
29,36
18,22
37,43
36,28
7,4
7,16
44,23
31,24
28,25
5,30
33,28
44,30
21,28
15,32
22,18
29,28
16,11
43,2
21,36
18,48
35,47
2,27
13,41
39,5
7,17
26,19
28,43
8,49
17,28
6,17
11,27
44,28
30,35
11,5
15,49
41,30
43,14
42,13
48,41
26,43
48,11
45,38
17,13
6,19
39,34
27,36
42,32
45,35
35,24
20,39
9,32
23,22
19,9
15,26
19,9
18,30
31,48
22,39
47,23
17,11
4,35
46,22
1,31
42,37
21,30
34,29
43,35
13,46
25,14
39,6
8,2
17,43
42,37
9,2
14,27
45,7
28,48
41,11
17,21
23,38
18,42
31,10
9,20
13,12
23,2
31,6
6,44
11,6
21,17
12,39
40,26
19,46
22,35
13,24
10,13
36,5
5,29
26,46
40,19
42,25
15,23
1,4
34,25
7,16
39,46
20,47
7,46
43,38
44,38
23,10
31,12
42,37
28,10
47,13
30,22
4,8
38,47
9,8
18,20
22,21
7,19
4,12
27,17
7,49
37,19
3,1
12,46
38,25
7,37
42,37
14,17
45,2
13,49
16,30
17,31
17,27
27,25
4,6
16,34
8,7
20,17
23,15
22,34
32,30
13,27
11,14
41,17
26,21
34,48
27,48
5,25
24,34
28,19
16,48
37,6
26,25
28,8
16,26
39,29
6,8
42,28
13,22
38,26
42,40
21,41
37,16
5,21
45,21
35,24
49,18
48,10
28,44
33,18
44,12
34,21
9,33
40,43
1,31
8,28
1,21
28,31
15,17
18,29
45,41
41,22
14,39
47,43
46,48
36,28
23,29
42,1
11,44
6,44
37,20
24,37
15,14
9,37
40,25
7,33
5,38
14,17
35,30
25,8
18,38
45,2
46,31
28,23
34,39
36,38
13,3
33,39
7,3
46,30
45,13
1,13
47,37
18,10
16,17
44,32
39,45
12,47
23,21
8,32
39,35
48,8
42,9
47,20
2,49
43,10
18,31
32,34
38,27
35,33
2,26
27,4
28,37
