22,46,6,10
21,42,23,7
37,19,34,16
1,10,18,9
35,5,31,45
40,41,27,44
14,20,46,21
31,43,26,28
45,9,42,37
13,10,19,8
43,18,20,28
18,36,4,42
4,13,32,45
5,3,4,1
32,38,45,13
1,36,42,29
7,29,25,9
38,45,17,35
22,15,35,19
34,10,45,13
27,35,11,49
11,48,34,47
19,38,2,33
6,15,28,32
26,33,38,17
6,34,12,32
16,30,25,18
22,49,24,41
7,10,28,41
3,15,29,48
40,26,22,16
47,26,42,4
42,28,11,26
47,30,26,28
20,3,36,5
30,43,15,7
49,27,31,2
47,15,14,23
19,32,41,13
27,38,10,42
7,40,33,22
18,6,5,4
18,41,30,11
32,43,41,34
25,13,10,15
5,42,29,9
39,32,18,2
24,19,23,39
4,15,24,47
40,34,43,49
48,28,24,29
12,41,37,38
26,24,42,4
45,26,36,49
21,27,42,5
6,10,34,38
17,9,32,35
12,13,24,49
9,39,5,27
5,19,14,25
32,17,14,12
26,47,35,22
18,11,13,43
31,21,14,3
33,4,39,30
4,38,29,45
18,49,41,5
47,30,49,26
42,15,41,31
34,29,11,20
21,47,29,17
3,38,15,16
48,26,34,1
19,14,4,41
44,5,11,16
47,13,11,39
25,46,3,16
15,38,28,27
26,14,6,28
37,23,43,12
47,37,35,15
49,30,37,1
13,35,2,19
43,45,44,41
23,24,27,22
28,29,46,21
24,44,10,8
36,41,15,47
9,13,24,10
16,10,41,43
17,16,44,41
33,1,22,25
22,11,24,4
13,21,24,2
15,20,43,5
12,30,16,48
31,38,6,15
5,25,38,12
44,13,47,18
5,13,25,37
19,22,11,7
20,42,1,3
33,25,11,24
18,25,6,7
24,21,19,31
38,2,46,41
47,34,33,12
35,41,42,44
32,37,35,4
8,45,10,3
28,49,36,14
30,7,42,33
30,27,2,28
8,46,33,45
28,16,27,29
13,2,36,24
23,25,43,35
11,6,21,44
29,13,3,8
19,7,44,21
23,17,24,3
19,49,35,34
22,26,47,15
9,19,35,29
6,35,41,15
34,9,25,7
44,10,20,32
44,48,33,39
16,36,21,3
42,5,2,13
15,33,6,26
8,16,11,17
28,15,32,40
13,11,46,31
9,22,39,30
5,28,41,4
3,4,34,21
1,22,24,12
5,4,30,3
28,12,35,45
12,16,14,29
8,6,30,36
39,18,3,30
25,5,48,26
27,45,36,37
46,49,39,48
3,2,9,22
26,2,30,49
15,36,39,44
25,6,38,9
1,30,10,49
49,31,40,45
27,44,41,14
14,35,25,36
38,9,33,22
7,12,23,24
26,29,22,21
35,38,15,19
14,4,6,18
17,28,12,2
16,25,44,15
44,10,15,33
36,47,11,15
29,32,19,40
21,19,20,18
18,47,32,29
4,8,33,14
36,10,42,21
41,48,49,24
36,24,2,23
23,28,6,2
39,10,36,14
49,42,45,33
3,14,4,42
3,40,14,38
47,30,28,42
22,23,11,32
33,21,47,8
47,14,28,26
9,36,8,18
24,14,36,31
9,6,27,8
16,49,19,32
45,34,7,14
37,1,29,9
40,13,1,15
23,20,38,48
9,40,19,23
6,38,14,41
3,10,26,33
24,21,47,26
28,24,27,38
27,15,46,32
17,3,49,11
43,8,27,35
41,19,12,43
45,20,41,23
2,40,33,3
16,42,20,22
12,48,38,39
42,40,39,48
6,39,4,1
49,25,34,32
26,32,7,19
3,38,6,32
45,5,23,47
29,35,8,34
21,1,29,9
44,7,48,47
47,37,40,16
49,34,15,14
1,33,44,24
31,16,7,3
25,41,48,47
20,35,26,48
43,44,40,37
9,3,39,4
6,38,24,41
5,1,14,40
33,37,5,46
7,40,45,12
14,24,48,36
34,48,38,20
25,21,31,3
47,33,7,32
44,1,7,11
38,36,10,12
45,42,1,22
47,38,36,33
15,24,33,32
45,11,14,24
31,26,42,25
29,19,21,44
23,15,30,35
34,15,39,38
13,20,35,42
29,20,30,33
19,49,37,13
49,40,18,21
48,12,14,30
26,41,17,8
48,45,30,42
21,23,45,24
14,47,38,20
41,10,1,47
25,29,1,19
34,43,19,35
11,40,35,12
11,48,38,4
24,17,32,45
17,26,27,18
40,35,23,27
10,39,13,22
44,10,11,31
20,16,7,40
15,37,34,46
28,8,15,21
23,12,42,34
39,8,24,5
9,26,5,16
33,6,5,18
24,31,49,39
5,20,36,8
5,44,37,43
33,49,19,14
42,47,45,6
27,42,15,41
17,3,38,16
37,43,4,5
15,12,46,48
25,13,40,19
32,37,27,25
42,33,36,4
14,22,36,9
42,22,32,34
9,43,21,35
21,41,47,44
47,6,43,25
49,5,23,40
22,32,41,20
36,41,7,30
23,35,39,20
11,17,27,4
37,9,6,1
10,39,17,19
14,24,29,32
10,48,18,2
14,45,1,6
44,13,33,7
11,23,6,49
39,11,36,6
28,17,1,4
3,29,12,40
44,40,46,47
26,42,12,46
22,18,4,6
26,38,28,29
14,27,16,12
13,18,48,10
39,42,45,28
14,12,2,1
25,34,31,15
14,34,36,48
44,14,38,41
27,41,4,9
2,17,26,23
21,7,5,30
27,1,34,14
8,24,47,2
39,45,14,4
7,36,22,30
20,33,39,40
17,21,20,19
11,45,6,10
8,22,4,44
45,9,13,1
27,28,3,42
24,12,44,41
11,31,41,39
2,14,45,34
42,5,46,10
15,9,30,19
28,22,25,9
10,25,20,24
46,33,4,18
12,24,29,9
35,40,45,13
25,22,26,4
48,42,43,6
37,34,11,30
13,11,9,19
3,38,40,31
27,29,40,2
24,8,26,7
21,25,29,26
37,4,5,38
16,25,42,6
48,37,25,38
24,26,9,1
49,2,6,1
33,35,45,46
21,38,4,8
37,15,45,44
4,20,8,47
19,47,14,37
33,25,17,8
10,49,13,8
34,24,7,48
30,20,32,31
47,1,4,24
25,7,35,38
27,39,20,8
38,46,16,37
1,48,43,18
19,17,32,26
30,7,43,39
11,38,26,41
39,12,40,35
37,35,49,7
35,45,48,26
42,16,13,5
37,21,15,10
13,26,9,47
6,9,14,19
45,11,17,42
9,38,28,23
44,8,22,30
20,45,19,13
3,18,16,20
23,21,31,49
1,47,43,46
40,7,38,14
6,5,29,34
8,26,9,3
10,2,25,20
35,36,12,39
43,39,37,12
14,8,2,13
43,35,39,49
18,17,27,23
8,1,39,38
37,22,36,38
23,41,15,9
12,39,22,42
12,20,13,48
5,32,38,34
40,9,44,30
4,10,1,21
8,26,12,6
14,37,3,44
22,14,27,31
18,16,32,37
9,42,49,46
11,19,17,8
47,11,43,2
22,30,41,25
2,31,40,30
26,47,48,16
43,34,44,24
33,15,44,45
43,31,48,19
24,4,2,30
17,28,30,27
8,21,35,20
19,23,40,31
28,35,30,41
47,41,17,27
7,24,1,2
22,42,34,21
39,2,9,24
28,26,35,41
19,27,11,7
14,2,10,25
42,30,40,10
6,23,44,22
2,23,48,3
5,14,43,25
10,36,33,6
4,38,2,36
34,9,6,48
26,17,15,43
25,29,41,2
34,42,47,14
49,22,6,44
33,8,49,15
47,24,32,49
21,33,47,38
16,15,5,47
24,9,4,42
49,5,45,47
9,27,15,39
30,44,16,6
19,14,5,6
3,46,15,33
32,47,19,30
45,43,28,16
40,16,41,21
29,38,15,13
24,47,36,20
7,48,10,19
3,33,22,26
13,16,44,37
21,5,44,11
34,6,20,49
48,49,26,34
38,25,10,41
16,29,37,19
10,43,49,35
9,3,49,11
3,18,26,24
39,10,23,5
9,3,34,14
8,42,34,10
27,1,47,41
44,32,4,6
44,20,35,26
6,31,18,10
1,22,36,18
42,36,29,39
12,26,49,18
47,33,29,45
15,32,44,7
13,48,45,29
24,9,42,12
38,3,12,6
41,32,3,38
30,26,2,13
32,46,31,27
49,42,13,24
26,48,4,6
20,11,16,40
8,26,47,20
16,44,8,48
24,31,34,18
12,8,40,6
38,18,35,47
5,13,11,22
44,2,21,3
42,1,19,26
9,4,39,36
17,1,28,49
1,20,43,48
1,20,43,44
33,19,25,9
47,13,26,27
37,12,30,21
49,39,7,1
4,18,38,36
49,1,37,42
5,7,12,37
26,40,34,3
36,19,48,14
3,47,48,13
48,22,6,2
3,33,13,4
42,6,11,27
21,41,17,31
23,1,26,35
17,19,3,39
46,49,5,15
43,9,36,37
42,33,35,26
45,18,3,2
48,40,43,16
31,41,19,6
4,8,9,37
28,29,20,19
4,13,12,9
27,19,20,49
6,28,49,45
25,18,14,22
37,6,15,12
12,30,4,23
28,11,8,45
32,6,21,45
2,17,10,15
11,47,2,4
1,7,30,38
45,16,12,15
21,42,28,46
2,24,28,29
39,49,35,13
14,4,35,7
45,41,49,2
46,43,23,40
41,6,24,35
33,34,14,36
31,41,23,24
28,21,41,30
29,45,13,11
4,14,35,40
42,32,34,1
40,13,35,38
25,49,47,46
32,33,27,22
10,15,6,22
30,26,15,24
19,9,6,14
35,48,8,15
41,37,15,38
9,43,21,18
32,27,35,34
12,27,49,13
42,20,1,8
7,20,38,42
37,14,15,28
43,7,6,31
30,33,2,6
16,45,20,8
23,41,38,42
1,18,33,40
11,45,41,28
14,22,47,26
18,48,22,17
15,16,45,27
42,43,4,3
15,2,21,36
45,33,27,35
8,2,3,11
21,14,47,45
12,21,11,16
14,6,36,45
12,5,18,10
27,38,2,30
4,34,8,17
12,40,20,38
40,44,17,22
43,2,17,3
20,14,10,12
38,1,48,18
10,34,1,48
24,4,11,47
28,21,48,7
5,47,7,4
11,34,7,36
41,37,46,25
36,5,6,13
3,6,18,17
34,3,43,49
41,47,18,38
12,38,35,36
14,25,36,16
10,38,34,5
49,30,20,14
6,24,34,30
45,29,24,22
26,45,33,47
38,41,47,30
46,43,4,13
41,9,28,32
45,35,17,6
48,13,33,7
25,3,39,14
21,24,47,14
3,5,39,30
10,30,36,43
9,38,30,39
16,2,26,8
2,30,25,39
8,26,30,3
39,42,46,20
37,38,16,12
29,32,30,9
37,11,1,27
21,34,38,12
36,7,47,20
14,21,3,18
25,17,13,1
1,41,38,47
17,13,37,18
29,22,37,24
22,41,38,4
5,8,42,33
6,35,26,39
11,8,37,25
41,14,5,48
9,1,30,38
30,23,14,5
1,40,10,42
12,43,21,15
27,28,30,2
29,12,24,10
23,26,42,4
39,41,1,12
5,22,47,33
24,43,17,42
15,48,33,29
39,15,25,43
21,13,9,29
8,5,7,24
26,4,29,16
41,15,32,24
10,2,42,24
47,21,31,25
6,7,10,5
48,34,27,2
47,18,37,20
20,32,35,49
33,12,16,17
15,10,5,29
33,32,23,45
22,35,15,40
2,42,14,41
15,30,3,1
16,7,8,36
26,20,7,34
3,33,12,44
34,37,48,14
10,36,22,11
49,46,47,42
10,45,34,41
17,44,7,18
14,17,40,9
43,7,26,1
45,30,36,13
35,15,27,48
33,12,10,24
44,6,2,29
38,3,32,7
21,35,14,9
17,35,6,49
34,7,22,4
13,29,24,28
30,26,2,24
1,33,8,6
9,5,11,42
29,26,5,24
3,32,2,9
2,19,30,20
38,46,20,3
15,7,9,17
4,17,15,9
41,44,2,15
33,25,30,1
6,49,1,9
40,16,6,9
23,20,19,5
41,11,34,10
36,41,44,43
37,13,21,43
28,21,46,25
39,25,8,31
32,20,37,22
4,28,27,21
47,49,23,14
40,42,41,30
7,11,33,13
39,14,17,46
38,1,44,16
31,39,40,32
49,39,41,11
3,25,18,44
15,14,21,41
31,40,41,38
35,23,48,4
15,19,25,27
38,37,16,9
28,4,33,12
28,17,27,33
21,12,44,18
16,37,27,13
20,32,34,22
21,33,24,31
2,22,35,29
13,30,16,12
