650,647
461,544
614,515
363,348
436,428
400,591
636,630
500,428
524,553
561,651
597,619
664,666
606,438
363,370
556,373
665,583
633,680
434,566
651,604
556,683
630,609
376,475
524,566
465,436
515,580
632,647
553,483
636,579
643,681
577,578
428,606
395,376
663,596
475,676
400,395
683,376
583,635
671,483
492,591
567,542
492,637
579,609
577,583
680,666
636,684
647,627
544,553
422,412
558,348
589,684
685,575
566,515
623,625
438,524
646,651
654,611
438,431
600,582
654,589
559,378
567,370
596,604
559,553
619,612
373,436
644,588
599,662
645,671
513,395
654,617
559,475
544,483
582,577
636,678
465,683
651,513
556,395
640,578
363,461
566,107
394,492
395,567
592,603
395,370
363,514
591,483
619,630
370,646
500,363
465,395
600,615
422,620
680,579
506,475
423,461
542,400
423,604
438,645
378,492
556,500
601,422
669,671
483,514
665,628
348,480
107,629
363,492
391,563
645,634
395,423
483,671
590,680
544,566
630,663
514,400
615,643
685,618
567,412
515,434
643,582
524,475
587,634
173,348
496,378
566,544
666,553
603,623
651,634
615,627
641,378
553,645
683,373
483,641
632,582
599,665
483,566
575,612
566,561
428,559
661,583
515,637
524,370
670,635
578,665
173,649
630,672
378,566
637,601
395,436
436,395
573,605
678,630
423,506
683,651
596,620
603,611
599,615
653,461
614,513
592,575
391,428
617,630
641,400
544,475
614,606
630,655
434,563
514,374
626,664
496,669
636,685
428,641
601,513
400,651
348,567
422,609
378,465
563,544
431,492
428,553
579,685
677,579
422,644
630,573
685,588
544,394
475,542
590,579
431,395
566,567
605,619
492,363
653,672
492,412
428,427
378,524
644,636
348,400
609,620
544,363
628,665
645,669
580,566
500,556
616,684
553,666
483,431
663,422
670,595
669,376
370,542
592,644
618,653
438,606
584,630
513,544
647,662
644,601
678,612
683,400
617,592
515,374
646,423
422,348
664,653
563,556
591,363
619,598
428,513
658,661
500,431
611,597
616,678
644,630
643,665
553,428
597,573
580,637
573,630
500,566
675,576
616,623
428,609
567,492
650,600
641,629
506,465
636,633
575,579
400,567
