25,47,5,28,33,34
13,7,31,10,17,48
26,17,25,23,36,33
46,43,49,35,17,31
45,46,16,36,44,26
18,29,10,47,27,4
13,33,30,46,14,49
47,25,11,33,3,17
30,15,8,14,22,7
29,41,40,48,26,18
36,37,24,11,12,38
44,14,21,46,29,28
35,4,3,31,32,23
17,10,40,41,11,4
21,37,15,10,35,31
2,31,43,13,35,12
44,37,43,18,28,40
33,37,3,9,21,42
36,42,3,37,10,49
9,34,13,32,4,16
26,30,33,14,35,27
11,4,12,22,44,28
47,40,44,24,16,20
7,3,2,38,26,42
33,49,44,22,21,34
24,35,33,8,5,23
24,18,17,15,43,9
36,32,13,42,21,9
30,49,39,16,6,28
47,46,41,38,11,43
21,39,47,26,32,48
38,21,28,33,27,18
42,31,5,12,6,11
34,41,32,18,9,26
29,6,23,1,10,24
18,20,41,27,15,32
17,33,24,47,39,26
41,10,14,32,12,49
41,3,15,2,6,30
30,7,8,36,47,21
10,24,35,11,6,12
40,42,3,36,30,48
48,1,6,15,20,30
48,45,39,23,4,33
21,23,36,19,14,45
46,18,25,7,27,9
37,41,49,10,17,35
23,13,12,31,32,1
48,28,24,37,21,20
46,7,17,44,18,33
1,38,26,15,43,47
42,29,28,11,31,25
20,40,1,28,16,47
46,17,32,18,14,8
5,32,9,33,43,28
33,30,10,34,4,24
45,43,16,22,46,41
36,40,23,12,26,35
10,15,38,18,27,7
41,36,38,25,14,24
44,8,25,34,9,47
37,3,33,24,47,21
31,13,46,12,48,4
23,6,3,22,33,48
48,37,7,10,49,20
3,1,11,34,4,49
43,22,33,24,10,35
46,45,18,32,17,7
2,13,47,37,38,34
12,23,9,31,19,1
32,28,36,13,3,45
34,9,24,22,30,3
31,37,43,33,23,25
22,11,27,8,19,34
4,40,6,13,39,35
10,20,6,33,18,40
6,4,7,37,25,2
21,30,2,20,10,34
4,35,38,34,43,23
9,44,5,47,24,34
17,7,30,35,4,16
5,11,17,33,16,3
4,46,29,39,27,33
29,27,25,11,28,4
37,24,22,38,15,14
33,17,26,2,34,10
42,35,9,1,22,20
8,12,2,48,13,37
34,24,8,35,9,18
26,24,14,47,35,12
44,5,15,23,25,19
14,9,18,6,20,10
28,38,23,43,9,16
20,11,30,26,24,10
16,20,13,14,44,46
13,48,29,34,3,1
15,49,27,39,35,20
12,24,15,31,22,37
37,3,2,25,32,49
41,25,12,38,16,10
48,41,11,26,12,47
3,24,14,1,41,35
23,40,49,16,12,2
7,6,21,4,14,40
10,27,45,7,24,49
31,23,2,17,26,1
38,25,41,12,29,8
49,37,15,36,45,8
45,41,47,11,43,7
13,8,19,11,6,32
19,42,16,31,44,46
30,1,11,32,21,10
37,3,46,5,1,20
48,19,46,36,6,9
11,7,33,1,6,29
8,7,29,43,12,45
46,8,39,15,33,20
