13,41,39,16
29,45,15,13
35,28,13,10
32,7,25,42
35,45,31,16
2,29,23,28
21,5,30,17
13,14,9,30
4,20,37,49
29,45,49,38
44,47,18,49
32,5,48,20
37,29,33,13
10,3,44,22
30,44,16,10
29,21,27,19
28,31,5,15
33,19,16,15
11,19,16,9
15,45,26,25
13,30,47,42
25,8,41,28
13,44,5,39
22,40,33,39
39,17,41,25
28,19,35,46
11,41,13,15
39,37,6,2
22,39,11,46
44,8,14,2
45,30,14,32
38,35,20,3
23,4,19,43
19,1,3,9
9,20,32,45
44,39,23,5
12,4,29,47
23,19,33,16
49,36,23,21
9,27,20,25
19,15,25,42
20,17,3,15
5,34,23,8
7,33,47,38
21,10,22,9
21,41,6,32
11,38,36,45
8,5,32,9
21,2,30,7
21,16,8,2
13,30,4,24
30,2,21,45
16,28,49,30
40,16,5,7
3,2,29,12
42,3,11,48
33,49,44,34
16,42,37,28
43,21,48,19
8,18,27,37
47,28,25,15
2,17,27,42
8,11,39,40
26,47,37,20
41,3,39,45
40,38,13,34
8,29,30,3
39,26,49,40
22,9,10,24
29,21,2,17
40,13,15,44
46,30,33,5
14,31,3,30
28,21,47,4
5,35,38,10
12,7,33,16
37,30,27,45
17,38,6,15
22,26,21,42
40,34,33,15
13,25,34,19
48,45,32,6
1,35,42,39
14,42,27,12
21,25,12,39
3,20,28,15
29,4,25,1
4,47,32,27
29,19,33,20
1,26,40,3
37,40,16,47
25,34,47,8
36,43,22,25
43,34,16,10
33,9,21,1
18,17,34,19
4,40,46,29
46,1,29,5
34,12,39,14
12,44,8,32
3,43,20,7
36,1,13,11
38,39,26,45
25,17,14,5
12,46,33,1
23,47,9,38
31,5,39,40
43,29,42,17
36,30,46,11
44,33,4,20
6,47,32,43
11,26,37,23
36,35,33,42
20,39,22,12
37,28,10,23
17,39,15,5
5,40,47,32
19,49,32,25
24,32,4,19
42,11,49,37
38,5,20,12
29,20,22,2
47,27,46,20
47,23,18,9
1,17,31,40
31,28,13,5
35,41,16,34
11,4,39,45
47,33,49,22
25,31,32,7
20,49,25,28
12,33,22,39
24,16,39,35
1,10,26,18
33,41,19,16
31,4,39,5
47,20,15,40
14,18,30,10
46,20,26,47
48,25,8,37
7,38,26,8
20,19,18,9
31,27,6,35
17,5,49,9
28,35,43,37
13,21,20,34
14,25,4,6
1,29,9,47
28,32,16,4
12,15,37,42
30,4,33,16
19,34,6,37
33,24,36,29
25,5,42,31
38,30,12,17
18,23,27,11
23,26,1,20
20,22,24,18
49,35,30,6
26,45,7,31
24,28,39,6
20,38,5,43
4,14,32,26
45,6,14,20
9,7,48,35
6,38,10,49
4,12,31,22
29,38,34,2
26,36,33,6
46,9,40,10
15,32,30,26
34,2,21,14
18,47,9,3
25,24,42,32
46,33,15,35
9,33,43,25
31,10,14,49
29,32,30,39
10,42,11,36
15,3,26,48
30,12,46,18
24,27,9,21
41,20,42,19
3,38,49,45
16,15,5,7
47,19,31,27
18,27,38,4
44,22,15,45
35,25,48,29
23,31,17,33
48,5,11,7
35,22,44,24
13,48,17,37
12,49,25,39
19,30,29,16
44,11,5,30
21,30,42,18
45,3,33,42
31,7,5,39
33,42,27,10
20,4,47,29
11,29,18,44
8,14,33,45
25,10,3,13
42,44,4,37
7,5,33,48
45,1,21,6
5,1,17,2
40,38,5,13
27,20,21,30
7,25,6,42
28,18,14,3
42,22,45,32
46,28,3,26
27,36,1,38
7,41,11,9
49,41,19,27
3,38,30,14
25,44,3,45
48,43,29,41
37,5,47,21
36,38,30,26
28,33,27,16
25,27,34,11
29,5,10,33
11,34,7,29
24,15,40,32
12,41,43,1
45,16,3,4
6,9,17,2
7,37,40,36
49,1,35,17
7,35,23,38
9,44,3,29
13,9,25,32
30,8,28,20
42,44,7,1
18,19,30,4
4,11,38,29
41,12,49,23
31,20,46,16
17,18,49,7
24,5,15,43
6,28,11,41
38,4,33,19
39,7,48,2
41,37,33,43
45,7,1,31
6,41,20,26
46,8,14,4
31,14,44,6
17,16,41,28
44,22,18,32
14,2,24,46
46,2,15,25
28,30,33,48
8,37,34,46
49,24,13,8
49,47,38,46
19,16,47,18
5,25,13,45
16,15,31,8
36,40,44,46
12,20,35,1
28,19,31,12
23,11,17,25
26,45,37,17
48,45,4,28
7,39,38,47
3,14,4,28
13,8,43,19
49,29,21,37
20,7,37,12
4,26,43,9
4,13,8,49
23,6,17,33
37,13,36,44
11,31,38,4
35,46,13,10
25,29,21,28
30,29,22,39
44,21,3,40
16,13,47,43
31,8,37,34
48,23,8,20
44,29,38,19
49,9,19,28
36,45,33,27
34,41,31,9
6,32,37,4
15,3,7,30
36,28,17,40
42,46,37,22
42,18,8,30
4,29,25,12
14,5,41,18
24,20,46,7
32,4,35,19
20,48,15,31
44,5,24,6
25,1,7,36
36,8,40,1
11,2,25,19
28,45,44,6
6,43,8,26
46,2,17,37
48,32,41,45
21,26,7,15
25,15,3,46
18,24,6,30
23,20,38,28
42,38,46,1
5,18,4,32
4,36,10,7
48,42,18,38
29,23,2,5
4,6,24,26
12,38,1,21
23,26,15,42
21,13,17,2
45,47,4,6
12,43,8,49
9,49,23,43
20,32,27,34
49,20,37,44
6,44,41,30
49,18,35,2
20,14,34,1
26,35,29,36
30,25,48,1
40,27,42,21
8,5,46,30
8,31,3,20
33,16,19,12
10,41,15,26
18,31,27,33
9,13,26,40
17,33,13,36
20,41,30,29
4,14,3,30
21,37,28,44
48,27,31,2
9,27,20,39
18,16,45,12
10,19,2,44
18,29,43,17
4,14,24,33
14,40,2,43
11,27,23,22
18,17,31,32
42,6,18,22
8,6,22,18
19,41,42,4
6,18,28,7
44,15,38,5
33,39,11,13
11,38,8,48
36,34,17,23
26,32,14,38
18,7,47,34
35,23,33,28
12,49,22,44
32,40,20,8
20,46,35,44
14,8,42,30
30,25,14,32
37,23,5,2
45,38,12,31
40,34,20,37
35,46,33,6
35,20,2,45
39,11,14,9
4,47,17,41
11,28,19,22
6,2,46,39
22,24,35,26
40,38,44,6
45,48,27,31
24,18,43,7
32,17,13,47
29,45,4,10
19,7,27,26
16,11,49,3
43,32,22,15
1,29,31,17
9,29,8,21
11,44,28,15
26,23,41,36
9,45,1,5
46,37,43,28
43,14,13,10
39,42,31,24
23,29,18,25
15,27,22,6
19,41,32,13
15,13,9,27
16,30,28,34
39,2,34,29
2,18,31,13
41,31,44,12
49,5,7,40
11,13,28,41
12,37,31,36
43,28,46,39
48,19,32,1
21,38,39,3
45,36,6,12
4,34,36,44
16,13,8,40
25,35,21,9
31,14,44,7
31,38,29,10
7,36,15,16
35,19,29,44
12,9,7,49
38,11,3,30
28,47,7,38
10,5,41,30
16,21,7,27
31,2,30,13
32,29,43,1
20,10,44,42
24,14,35,18
8,24,26,39
27,42,34,29
33,24,25,49
16,20,11,18
46,17,11,39
46,20,18,36
18,16,20,40
8,45,46,42
20,4,6,37
18,7,13,39
20,21,9,8
14,32,37,16
2,29,1,47
11,15,1,10
27,11,40,26
23,13,35,43
41,29,16,2
44,32,18,29
31,22,29,11
14,35,15,21
32,39,3,25
3,26,34,42
7,31,43,29
32,48,44,36
39,26,25,17
11,21,36,5
2,33,40,48
21,42,29,27
26,39,36,8
5,44,21,26
16,31,8,36
40,24,6,14
47,3,38,34
35,22,2,7
33,29,38,36
19,43,12,38
28,5,14,4
25,43,37,34
23,35,37,26
15,31,41,29
19,32,39,43
25,40,12,31
9,25,43,30
18,38,24,4
25,37,19,4
27,1,9,46
35,23,46,44
6,19,41,43
46,14,48,15
21,17,18,25
41,8,23,15
14,34,38,6
41,19,13,12
28,9,30,23
45,32,9,2
6,16,47,49
40,16,22,2
35,44,4,25
11,8,4,42
21,36,18,45
49,34,16,39
48,31,7,12
4,38,43,45
19,36,47,14
48,44,13,36
21,5,3,47
42,48,30,36
32,45,48,3
17,24,16,34
26,37,19,23
42,44,32,28
19,2,47,12
25,5,13,12
4,44,47,49
5,23,41,6
4,43,41,10
41,17,16,12
11,7,19,21
30,24,22,13
7,36,47,14
44,42,38,9
13,28,34,7
30,23,15,46
9,20,16,36
44,42,21,12
9,5,24,36
38,18,5,45
34,33,36,39
38,40,8,3
30,9,48,3
20,17,16,39
28,12,45,29
5,25,11,8
13,7,21,41
4,37,7,44
37,41,13,25
15,48,33,24
10,23,33,8
21,41,29,1
32,45,27,38
31,39,20,44
12,39,27,30
14,37,1,17
10,36,19,15
26,1,11,13
9,32,45,18
29,36,45,40
13,40,33,12
1,37,39,45
47,34,1,30
38,37,7,26
39,13,21,8
6,16,15,17
48,12,23,43
47,32,10,33
19,16,10,31
12,16,11,23
4,10,17,1
12,45,30,25
41,43,18,17
19,17,6,9
9,19,39,21
30,6,47,25
32,49,29,41
39,19,47,21
33,8,13,28
4,15,47,30
2,16,25,14
25,16,18,4
45,6,38,32
38,26,22,35
47,2,45,14
1,24,39,19
21,24,27,23
25,24,49,44
43,36,6,34
31,3,15,22
2,21,11,27
18,34,39,14
44,4,35,11
11,31,4,5
1,31,12,48
8,17,23,21
12,35,44,17
15,45,47,37
5,19,1,39
7,44,30,11
18,36,22,27
23,33,36,15
4,47,12,7
34,22,46,47
14,18,36,24
5,28,2,7
36,13,39,9
15,43,9,45
11,47,1,21
17,31,23,8
36,31,2,17
20,14,47,40
40,26,8,44
1,23,27,37
30,12,5,45
27,23,8,15
4,40,20,37
2,39,49,36
28,47,33,27
12,31,27,1
37,38,12,28
2,36,15,45
7,21,38,18
40,49,24,26
40,42,34,8
41,37,36,34
14,20,22,4
43,23,22,35
32,13,27,31
18,49,39,40
10,3,19,6
7,38,32,8
38,19,11,6
46,6,15,37
21,38,1,24
47,13,9,48
6,9,46,18
28,17,23,41
3,1,43,6
1,9,18,3
30,15,24,10
17,35,20,42
22,26,16,34
12,17,2,42
29,10,33,39
5,43,47,26
20,19,17,15
37,19,44,40
43,17,27,18
41,45,14,3
43,44,18,34
15,27,44,5
6,11,30,12
13,5,19,32
26,25,5,24
21,42,13,39
32,47,8,11
36,5,16,46
13,25,38,6
14,24,15,13
12,45,47,1
1,28,20,19
27,3,29,13
18,4,2,40
30,11,41,9
21,5,11,42
21,11,14,5
41,26,22,27
27,32,42,23
