45,40,36,44,26
41,32,35,4,27
22,15,8,30,13
37,38,48,4,22
41,7,20,29,1
49,11,17,2,5
31,46,9,38,34
32,43,15,27,29
24,30,11,9,31
35,29,11,48,45
5,35,45,46,4
43,41,15,21,4
28,46,1,49,10
36,40,23,6,9
23,30,9,39,12
17,32,37,7,30
10,8,34,40,2
5,18,10,42,12
48,27,28,3,17
40,38,44,27,20
36,49,40,14,46
8,36,27,35,22
16,21,17,31,11
13,21,11,36,34
11,24,36,14,42
14,49,30,46,38
33,4,42,16,18
31,23,4,25,32
25,19,24,22,1
46,23,49,4,30
1,21,27,16,9
30,8,15,3,44
42,17,40,7,47
48,22,6,9,33
28,31,48,27,29
10,43,32,25,30
11,23,6,44,30
25,36,12,4,11
35,26,27,42,38
49,29,18,10,39
42,10,23,36,45
9,24,39,27,20
30,27,35,21,49
46,1,20,42,35
43,49,1,40,11
2,35,4,44,13
28,19,13,49,39
22,14,23,36,3
26,31,6,21,1
40,26,35,21,2
23,47,34,14,7
29,32,4,8,26
6,10,46,45,21
4,12,42,43,1
49,30,33,27,32
23,21,15,44,25
22,2,16,9,32
3,4,17,22,37
25,27,24,4,34
14,3,20,11,7
12,23,44,39,21
6,47,1,7,38
18,15,20,2,40
3,2,33,16,42
15,8,1,7,46
32,34,16,25,14
29,39,1,15,13
1,4,29,9,10
25,4,15,38,11
14,12,28,31,4
20,43,44,49,22
14,44,2,27,9
31,21,2,22,6
34,5,39,3,4
32,3,17,44,11
22,3,10,32,49
44,39,5,35,29
32,47,18,6,36
25,48,22,32,31
4,5,44,10,19
42,37,20,15,5
44,43,12,20,40
16,23,40,45,47
49,7,1,12,30
25,3,2,42,17
46,7,20,26,14
36,47,49,30,2
32,42,24,31,27
27,25,38,19,18
43,5,41,26,7
18,41,44,5,35
17,44,34,32,33
5,40,17,24,27
22,18,23,13,46
1,47,33,6,43
42,47,35,29,23
22,34,23,26,20
37,8,35,9,32
23,20,28,45,5
49,28,26,41,7
23,11,14,45,17
30,49,15,38,18
27,28,6,21,32
5,48,12,40,24
30,43,32,34,33
31,36,42,5,28
3,26,48,20,43
12,40,6,36,35
11,19,26,32,5
29,48,36,13,32
5,19,31,7,40
33,38,47,41,23
38,26,21,47,34
15,13,6,19,17
22,24,30,37,27
9,44,24,26,1
27,16,19,1,45
25,8,24,38,33
46,44,35,4,40
37,45,7,40,1
10,9,44,7,19
48,10,35,38,36
28,25,30,17,31
19,6,25,42,14
38,21,20,23,4
24,10,47,40,6
8,11,38,20,27
43,22,14,46,29
44,24,17,9,43
39,33,18,31,23
13,28,46,45,3
34,14,43,18,19
45,21,16,19,27
18,25,4,3,35
34,23,32,4,49
7,10,6,24,14
9,36,25,20,33
6,17,45,5,12
11,39,48,3,29
40,34,35,12,8
41,28,3,45,9
10,48,30,32,7
37,48,29,23,13
33,12,3,5,30
23,43,15,2,49
44,31,21,8,17
8,44,26,3,14
12,44,9,34,23
10,8,29,7,4
38,4,21,49,48
24,34,2,44,9
6,14,40,33,37
43,46,44,3,21
32,36,5,12,23
5,35,2,13,10
32,26,11,7,15
26,41,24,38,27
48,45,46,19,39
23,16,28,33,20
34,31,37,43,24
27,20,6,17,42
28,43,32,44,11
37,23,14,2,40
45,17,2,25,41
29,13,12,34,7
38,27,31,18,14
7,32,49,37,38
1,46,14,45,29
49,20,4,48,31
49,28,25,12,11
12,3,9,22,25
12,30,20,25,2
2,36,26,37,40
9,16,24,7,23
7,30,44,9,3
25,43,14,23,21
24,42,2,35,14
22,44,5,25,23
1,11,12,7,2
19,45,8,7,16
36,30,13,10,48
26,25,19,46,30
16,34,3,10,28
47,44,5,14,3
8,33,29,11,40
19,41,13,37,15
44,1,48,23,49
15,41,11,48,3
48,28,16,6,10
4,41,8,42,37
37,16,2,49,13
17,28,14,36,5
25,30,38,47,48
23,37,21,48,33
25,9,33,32,2
7,45,13,36,37
31,16,35,27,9
31,4,30,21,29
4,48,37,34,27
27,46,22,10,31
1,2,27,35,44
19,4,16,42,35
21,17,29,19,33
32,3,28,39,1
46,27,40,25,13
29,15,35,41,48
