1,22,42,17,43
2,15,30,25,46
8,10,46,24,22
39,30,44,23,12
46,1,21,27,43
39,40,44,10,36
23,32,46,22,14
6,44,3,29,19
33,19,20,3,10
24,25,27,13,15
49,19,13,22,29
8,10,6,5,27
41,44,38,43,19
4,3,31,34,49
16,49,44,47,6
38,21,40,11,2
23,14,38,29,4
14,16,49,42,12
17,49,19,45,20
15,1,20,19,41
48,35,22,17,1
16,1,14,29,25
32,22,12,26,40
20,9,26,38,49
47,11,10,3,24
29,47,23,2,32
42,3,22,28,13
32,38,45,17,2
34,28,39,40,33
27,20,2,11,36
34,44,19,46,14
48,36,15,28,3
5,47,31,38,12
22,6,43,25,15
35,8,33,17,41
34,41,39,3,12
21,30,43,6,18
38,1,46,12,25
1,26,43,7,21
28,2,10,43,49
29,17,41,36,4
44,47,40,43,46
2,24,25,41,49
33,30,15,1,34
41,6,38,33,17
23,25,48,5,30
9,26,25,19,42
33,48,9,14,49
34,27,30,3,28
6,15,7,48,26
43,30,29,6,20
40,39,6,3,15
37,22,18,40,32
18,29,39,47,1
11,9,16,5,36
47,36,3,24,43
19,22,23,13,31
38,24,21,48,10
3,36,41,31,8
26,35,8,24,47
2,23,21,17,40
19,16,25,31,1
24,7,37,47,9
11,1,35,44,33
29,46,42,12,37
10,31,7,42,3
37,3,29,31,10
9,48,30,37,5
44,46,24,13,35
6,28,24,18,46
48,8,13,29,35
34,24,3,11,5
38,30,8,20,48
34,15,30,43,45
49,25,40,39,32
28,4,25,40,8
24,25,23,1,12
20,3,44,31,41
8,13,29,6,1
40,15,32,22,16
22,43,30,28,39
37,25,28,16,35
47,8,27,33,48
26,13,2,40,6
10,20,7,16,1
21,33,19,39,20
46,16,48,41,5
18,36,2,29,20
15,31,17,16,10
22,49,28,25,44
25,35,1,40,9
48,29,27,12,22
38,22,18,7,6
31,35,45,36,12
49,29,41,16,34
21,27,42,28,2
35,46,13,44,41
29,3,39,24,11
22,27,34,7,3
32,26,28,30,11
39,46,12,48,17
32,9,10,27,41
38,4,31,42,49
10,18,36,26,13
28,39,20,18,21
24,36,6,9,15
33,36,43,49,18
21,40,23,34,13
7,20,24,34,25
47,17,37,36,15
15,22,49,2,45
25,31,14,23,28
49,4,9,38,31
37,30,1,46,20
41,6,47,31,45
30,25,49,20,44
26,29,25,44,17
32,36,20,14,35
29,27,41,42,43
2,26,47,36,33
10,26,15,37,38
44,30,22,10,31
24,23,8,49,20
33,23,19,13,48
45,9,4,17,7
46,20,39,21,45
40,4,36,12,24
25,37,16,21,32
18,8,5,7,49
37,44,28,10,35
1,21,2,4,3
19,28,45,13,43
47,6,48,14,19
15,47,19,43,12
8,25,40,12,1
40,32,34,2,45
38,40,41,48,1
12,11,36,16,30
20,27,34,31,16
30,26,40,48,16
37,21,44,28,15
48,35,2,49,4
22,32,9,46,25
38,5,42,36,29
15,19,46,27,41
29,45,12,15,48
24,31,45,6,28
1,6,37,29,38
39,21,38,44,7
16,1,6,15,48
47,33,21,46,40
46,3,2,32,9
36,12,20,42,9
21,27,31,28,8
45,16,15,43,24
41,46,38,24,27
30,33,32,16,10
7,22,11,41,30
34,17,3,2,14
11,13,1,46,8
10,30,9,24,31
21,24,44,19,3
25,35,8,4,40
15,18,33,20,24
7,5,27,26,49
48,16,37,34,27
14,28,23,45,18
12,40,37,6,29
31,21,22,1,33
19,23,9,46,31
5,4,41,45,10
47,29,41,5,28
20,18,37,1,5
25,23,8,37,18
32,46,44,9,6
49,22,3,38,9
12,31,9,21,33
21,13,16,42,2
35,5,14,18,22
20,18,39,22,10
36,39,49,33,11
20,45,34,47,7
41,49,23,14,42
45,27,33,43,20
20,37,25,8,47
24,41,45,33,48
6,8,30,12,29
27,16,30,37,25
1,42,4,33,22
5,23,6,18,41
11,49,6,26,46
11,3,28,48,19
26,1,24,36,37
21,29,27,13,41
20,16,21,12,36
10,39,47,12,31
48,18,44,21,6
39,22,48,6,14
43,11,26,31,1
5,30,21,7,2
49,4,41,36,34
28,13,1,33,49
28,23,35,29,16
41,8,3,31,33
45,49,8,27,23
43,19,48,37,15
4,3,24,36,23
31,14,43,7,34
23,42,29,19,35
31,26,43,39,27
44,48,6,13,17
12,46,2,36,10
4,16,43,49,7
42,11,23,45,24
