20,40,17,10,16
27,6,12,32,16
9,46,27,36,21
6,4,7,11,3
36,16,29,26,18
39,26,1,30,34
12,17,14,41,9
36,27,9,23,32
14,16,28,26,7
9,24,14,21,34
14,35,37,12,13
18,37,49,24,46
3,29,48,44,6
34,48,15,31,26
1,24,27,6,3
32,36,9,39,30
10,45,2,31,36
1,22,41,32,44
8,5,9,21,29
32,47,38,10,9
25,39,8,27,48
43,21,23,20,40
15,23,44,35,8
33,46,40,5,14
26,18,19,2,7
35,3,12,15,45
40,10,8,19,42
18,37,34,49,28
48,8,41,38,44
7,39,46,14,20
20,2,15,8,19
20,13,4,6,5
33,11,14,47,18
33,5,10,15,19
28,7,35,10,36
9,38,20,6,49
8,41,13,29,42
3,29,39,24,22
21,47,3,13,5
23,46,24,44,17
17,41,33,42,4
42,28,41,32,38
28,9,16,14,42
10,22,24,30,48
13,15,42,47,40
38,40,25,30,7
6,1,40,49,31
11,4,48,29,6
35,38,8,39,14
37,6,10,35,34
34,30,44,33,39
37,41,22,43,44
5,29,25,21,4
8,25,32,34,48
9,39,14,28,34
17,45,11,47,28
22,5,39,43,33
8,18,38,16,12
21,20,32,49,19
15,38,24,42,31
42,4,27,17,24
34,1,29,22,27
28,44,20,43,15
1,20,9,42,46
35,16,18,13,8
24,49,27,37,7
25,27,12,24,49
3,36,35,33,39
20,46,22,21,6
24,42,48,10,30
42,37,29,20,4
7,24,20,32,8
44,34,19,10,37
26,32,3,43,1
21,48,41,36,4
49,7,24,44,36
6,32,33,2,23
39,17,18,33,19
45,2,6,38,41
8,6,21,40,39
29,17,45,42,30
11,18,43,6,19
24,30,14,4,43
32,6,45,39,25
15,18,44,6,22
25,43,47,37,8
36,5,16,7,14
28,15,5,10,43
34,8,22,4,16
46,26,23,28,44
21,31,28,2,46
10,12,23,30,9
31,9,27,29,37
16,32,21,18,4
10,25,39,18,48
27,47,3,46,32
45,12,36,32,38
12,13,25,27,3
10,38,17,26,46
42,35,43,10,34
23,24,26,39,44
48,10,5,36,32
7,35,48,13,44
46,5,39,20,16
33,2,14,34,11
20,14,9,45,23
27,10,2,24,31
14,48,30,9,15
11,33,6,8,19
