26,20,28,31,37,11,4
43,25,15,38,20,30,36
40,13,7,19,36,34,18
3,34,9,16,2,43,27
1,12,37,18,9,20,40
43,12,31,41,11,9,24
46,43,31,37,38,3,39
33,42,38,5,44,18,40
31,26,12,6,20,29,14
24,4,28,22,1,9,19
32,20,40,36,43,27,44
25,3,20,48,33,2,8
12,22,38,5,42,1,28
37,6,19,38,25,17,3
4,5,7,40,49,35,20
3,16,48,21,26,7,1
11,1,31,6,35,42,10
23,11,37,44,1,45,20
7,8,20,31,9,34,23
13,29,3,26,32,17,33
43,42,41,37,7,18,21
48,22,30,15,25,12,45
35,38,11,7,31,12,36
17,8,7,3,14,11,6
8,9,40,3,23,20,11
23,5,4,14,27,30,6
12,49,1,19,47,34,35
14,40,15,42,11,46,7
4,12,32,47,20,26,41
13,1,43,47,28,38,35
25,31,43,45,37,26,48
3,48,43,44,6,49,41
24,33,29,38,28,6,19
42,23,1,30,33,5,21
10,40,16,32,42,23,44
14,29,42,4,5,21,15
7,34,38,3,44,45,23
13,47,46,33,15,39,8
6,43,2,19,29,35,9
16,30,4,13,40,11,44
32,13,45,43,22,30,23
22,49,21,40,34,13,31
15,14,23,18,19,10,48
14,33,1,3,30,29,22
36,29,16,1,14,41,39
11,26,30,13,12,2,34
40,19,47,42,48,34,29
24,25,16,17,13,20,12
19,24,22,1,4,47,42
41,31,38,29,6,21,4
23,4,48,37,45,10,36
27,13,21,48,15,40,29
6,26,1,25,20,31,33
19,22,5,6,31,14,18
49,36,40,8,48,43,44
12,25,39,17,42,43,2
48,2,18,8,1,31,23
46,33,47,2,39,45,25
26,37,29,47,28,21,14
15,11,17,19,28,20,3
4,35,14,48,19,23,11
5,41,42,38,10,34,28
10,37,30,22,19,2,5
34,28,37,1,38,3,31
42,15,7,39,18,14,23
39,43,29,23,31,36,9
3,37,15,14,47,12,27
36,8,2,35,24,49,15
5,33,17,29,45,7,22
23,16,8,2,29,49,14
12,15,35,14,45,28,8
15,14,5,26,24,43,4
6,12,34,20,39,9,41
24,32,33,45,14,47,19
19,6,49,33,40,1,37
43,16,4,41,24,25,6
19,41,17,43,35,27,44
35,18,23,38,40,34,4
32,40,30,35,9,22,41
44,6,41,8,24,48,9
46,28,4,39,14,37,40
33,31,39,28,17,27,23
41,17,28,22,34,21,12
23,1,25,12,3,11,39
26,47,46,44,20,21,32
23,49,16,31,43,26,29
30,43,17,24,34,47,44
12,49,2,38,30,11,39
39,33,19,47,2,27,8
20,30,37,46,40,24,44
44,46,47,30,35,37,10
10,40,29,17,13,20,11
38,26,2,39,4,32,18
34,26,5,22,14,6,46
15,16,26,48,13,6,20
16,24,39,49,41,22,31
4,33,44,40,41,6,42
5,37,13,33,38,17,45
8,25,49,4,9,48,34
42,36,9,24,14,11,37
21,9,13,33,32,14,44
44,19,32,46,3,25,11
38,21,1,4,11,49,46
43,3,33,25,34,17,13
42,2,27,40,26,43,18
8,17,27,18,38,44,19
5,2,44,29,12,26,32
7,3,44,5,45,2,38
2,6,19,8,5,33,44
33,18,6,5,41,23,14
26,16,17,11,6,35,9
15,26,9,36,29,17,13
15,41,16,19,8,22,7
8,3,47,33,30,45,7
27,44,33,31,1,32,5
38,14,3,8,33,21,31
4,28,45,43,17,48,1
47,35,27,38,32,39,15
26,35,5,29,48,15,18
49,25,10,15,36,42,40
30,10,40,39,15,12,38
33,25,2,36,13,37,34
27,29,31,1,41,15,6
22,20,11,32,16,23,17
25,8,44,33,14,40,37
45,40,3,33,27,42,31
14,47,16,15,30,37,22
23,27,35,36,9,19,13
23,19,38,45,11,24,39
39,10,42,20,15,31,24
42,40,45,2,29,20,31
1,46,41,5,43,10,47
24,11,48,22,18,15,38
41,32,27,11,36,42,1
19,8,30,48,29,24,44
44,18,21,19,31,17,1
33,3,8,7,15,45,40
8,41,26,12,27,16,34
44,49,34,11,36,15,20
44,9,23,32,36,37,43
24,13,4,12,18,17,42
16,5,24,18,46,31,48
26,39,20,35,37,43,4
43,32,47,11,1,3,12
41,44,45,25,1,24,2
21,13,4,26,44,42,45
23,40,25,36,11,46,33
45,4,41,33,35,6,5
41,34,36,21,24,38,27
23,32,12,22,37,8,46
2,14,7,16,21,3,44
45,40,8,24,35,16,42
21,14,32,33,25,36,1
24,20,27,8,22,16,10
12,11,3,40,31,6,41
42,13,48,5,39,16,22
13,40,32,27,38,10,1
43,34,48,15,40,25,1
30,46,44,37,10,36,17
24,46,33,47,30,26,16
10,27,2,19,25,45,33
44,29,45,22,4,36,14
10,16,25,17,14,4,47
35,36,13,47,12,6,42
28,48,47,31,8,23,41
13,31,42,8,49,32,28
39,5,14,25,31,33,35
5,35,20,23,30,32,19
7,19,48,45,26,24,41
12,46,31,15,49,10,24
4,21,31,23,11,20,35
11,34,16,7,30,1,21
41,9,19,22,28,35,14
18,6,36,42,24,37,15
45,25,44,30,27,8,15
6,43,39,21,20,5,11
41,20,45,22,18,15,38
13,44,29,49,28,8,6
2,49,24,31,45,27,42
14,40,10,19,12,30,2
32,41,3,9,49,2,33
4,16,35,49,37,40,26
8,14,36,29,32,20,35
9,42,27,5,20,2,29
7,47,20,4,21,5,44
43,20,12,2,18,32,8
45,6,25,21,12,34,9
42,49,27,18,3,36,9
35,12,34,30,39,25,41
39,32,27,13,47,19,45
21,26,36,31,25,39,47
12,25,21,38,41,42,18
39,3,33,47,34,30,28
6,19,37,39,7,40,11
11,3,18,39,37,48,33
33,39,4,30,20,49,17
31,14,29,12,19,47,26
48,4,15,34,44,20,24
29,48,13,15,4,11,17
43,10,25,44,46,41,37
42,8,33,24,41,43,30
47,22,44,26,3,46,18
19,36,24,46,13,35,41
7,38,16,11,24,30,35
5,2,40,18,36,38,37
14,46,12,44,42,1,23
49,44,29,17,32,47,22
18,10,5,1,45,16,11
18,34,11,13,19,37,15
31,45,44,11,9,1,48
38,40,25,5,45,47,2
42,46,37,23,20,19,25
34,28,47,15,1,44,16
4,38,45,16,22,43,8
14,37,41,22,34,3,49
30,14,43,2,19,21,13
41,28,13,26,44,29,25
19,43,17,6,13,48,14
47,19,15,25,32,6,44
4,42,16,8,31,25,49
15,16,9,23,22,25,5
34,4,24,49,25,28,29
28,10,22,9,24,29,2
41,4,49,26,48,38,12
4,40,23,46,5,11,35
22,3,49,6,13,9,32
43,40,45,48,6,47,27
19,21,16,38,36,7,31
5,25,20,32,36,14,34
14,37,10,45,40,18,24
36,8,24,40,20,49,44
24,4,36,46,21,2,13
15,26,10,20,29,46,1
8,2,14,46,38,5,9
44,47,17,49,19,23,30
33,5,21,18,7,46,8
3,23,12,14,25,15,7
21,28,18,35,26,45,34
11,5,14,13,7,12,24
6,33,45,3,22,38,42
34,15,23,48,40,9,32
22,48,41,18,20,25,43
30,13,31,15,33,24,8
33,6,14,23,42,41,24
29,13,24,17,6,21,3
19,39,23,2,29,44,25
48,18,49,15,1,21,38
24,42,31,28,22,9,39
10,4,39,46,18,38,42
4,28,17,25,30,39,14
10,24,1,45,34,15,25
6,31,21,30,28,19,43
43,2,23,38,9,33,10
23,34,11,47,20,37,31
41,10,27,49,13,37,14
13,4,47,36,19,25,23
36,44,20,45,8,16,39
16,33,10,8,14,27,5
35,20,39,40,28,3,47
27,30,24,13,48,32,5
42,34,41,38,40,25,44
27,7,5,40,28,8,21
19,23,42,46,47,37,11
21,45,33,32,24,37,38
33,31,11,10,37,45,47
22,7,45,12,5,8,2
9,27,12,25,15,13,46
18,24,12,42,23,27,47
44,41,6,33,17,5,45
7,26,8,5,19,37,32
1,5,6,31,8,10,12
33,6,8,45,41,1,16
34,45,48,16,27,10,33
47,31,14,19,4,32,11
9,29,28,16,26,43,31
34,30,46,39,32,2,31
33,46,7,8,9,24,1
16,26,37,36,28,12,34
48,3,49,7,34,4,14
30,2,10,36,48,45,13
10,15,5,3,30,22,20
26,39,7,34,36,42,21
43,42,17,3,32,18,31
23,32,46,40,16,48,43
26,30,5,17,42,24,32
6,31,22,47,1,27,36
29,45,33,1,4,49,30
3,34,20,13,37,9,25
44,9,48,12,41,2,34
23,2,30,25,48,47,29
31,26,39,16,45,46,8
17,37,32,38,16,2,36
1,26,2,13,28,6,4
25,47,7,24,3,2,22
27,37,17,8,1,5,29
19,3,43,9,5,15,20
37,15,21,39,42,3,44
10,3,39,13,21,16,9
43,12,5,24,28,17,1
7,35,11,10,30,31,44
1,13,26,27,44,46,39
15,37,49,25,21,29,1
37,9,30,22,5,40,27
10,23,27,38,26,31,21
37,49,48,46,16,12,44
3,23,6,13,43,45,14
10,13,4,23,15,9,39
25,38,16,24,15,45,46
14,3,12,7,26,32,43
20,4,11,40,36,9,28
43,35,15,5,17,33,11
26,37,22,27,31,23,12
49,20,8,19,40,21,45
28,35,37,26,3,8,27
38,31,24,4,1,5,49
46,7,3,39,41,14,30
13,49,21,19,29,39,17
19,5,22,47,44,3,20
29,47,11,13,1,32,33
2,17,35,12,39,11,47
27,48,8,42,45,3,4
3,8,44,20,10,40,15
15,31,33,17,46,24,1
23,26,11,8,35,46,5
21,27,33,34,26,14,1
15,33,29,30,19,36,10
6,44,18,17,1,7,16
14,48,46,1,42,22,24
41,46,39,48,34,28,45
36,17,35,27,47,40,13
33,19,2,48,24,16,30
31,38,40,15,5,14,13
22,1,8,43,10,46,42
36,5,46,28,20,19,1
24,26,2,25,15,29,14
43,32,1,10,5,18,16
22,25,16,1,49,32,23
44,1,10,22,47,4,41
48,7,38,26,24,13,1
4,47,37,19,46,29,31
33,39,34,14,30,5,25
31,42,30,24,34,4,11
3,26,22,39,44,28,19
3,34,44,11,1,7,27
12,4,29,44,2,32,20
39,8,16,14,24,42,22
6,28,8,35,49,25,23
45,16,21,33,46,23,25
44,37,29,18,36,16,23
22,31,19,45,16,40,14
9,15,29,44,47,25,17
49,14,9,6,42,21,3
22,28,9,10,34,35,5
48,39,46,11,49,32,41
45,47,49,25,1,16,28
40,32,7,14,5,11,33
30,14,29,16,36,2,1
3,21,7,36,32,9,33
48,32,29,19,14,24,3
47,6,7,17,48,12,37
20,32,22,36,7,43,44
12,14,7,4,16,28,20
6,15,44,47,19,29,33
30,14,8,41,18,11,43
25,1,30,27,3,8,36
44,21,47,15,8,7,31
34,5,40,29,39,7,26
25,43,31,33,35,48,34
26,49,32,22,35,33,8
4,23,11,35,44,21,39
5,30,18,48,1,39,28
22,31,25,45,44,39,3
31,36,32,7,29,27,8
19,6,7,20,18,12,3
29,42,1,26,19,49,16
44,31,6,7,27,3,42
37,40,39,28,25,9,45
8,29,13,28,7,49,30
10,43,48,28,37,46,13
40,20,25,24,22,37,17
35,30,38,23,12,18,42
25,13,35,30,26,23,18
27,10,6,26,45,17,33
26,15,25,40,33,17,13
28,22,14,30,24,2,48
41,11,14,44,9,43,13
7,38,30,41,34,42,5
23,36,44,41,24,9,29
17,23,8,45,35,48,32
30,7,36,19,45,38,47
12,16,3,44,21,1,27
14,10,27,35,11,13,5
13,34,9,17,11,44,20
26,4,33,44,28,38,31
47,42,10,36,34,25,39
25,49,46,30,3,38,41
10,2,8,34,28,21,5
49,1,26,3,5,2,16
47,37,7,6,46,32,1
22,28,36,39,10,13,32
1,24,19,12,49,38,48
42,37,10,6,16,43,38
35,22,17,26,31,1,2
7,26,18,34,47,41,11
35,6,27,44,34,10,33
7,2,42,26,30,10,17
2,34,18,12,20,47,6
28,45,21,26,30,46,33
27,6,19,45,20,39,14
20,27,12,18,30,31,28
48,25,4,45,41,6,23
27,25,32,9,1,13,37
43,7,33,3,23,40,8
18,27,32,28,8,40,38
24,9,33,16,23,14,25
4,25,47,7,12,15,33
42,15,9,7,11,4,43
17,36,37,26,25,47,12
41,26,20,34,45,1,31
35,9,27,36,18,2,21
12,41,24,44,23,6,1
11,21,42,17,46,1,7
43,17,38,12,42,48,46
24,40,44,36,8,12,26
15,18,12,33,42,32,11
17,48,4,41,14,2,10
39,23,45,25,22,9,37
13,42,49,27,7,8,20
47,16,5,15,18,17,37
13,39,3,7,30,31,25
34,25,7,31,17,33,48
7,3,30,14,27,1,29
