25,47,44,31,43,5,35,16
45,9,14,22,10,3,25,21
13,30,46,12,33,14,24,29
43,1,25,7,10,45,42,20
47,28,37,49,4,33,29,19
28,10,44,33,21,15,13,19
11,4,38,7,23,19,12,26
47,3,15,38,23,14,45,37
37,24,8,4,38,10,43,31
43,47,7,16,45,30,28,12
29,15,11,5,22,35,16,28
49,7,12,27,42,23,39,41
44,3,9,8,12,24,39,2
36,40,17,48,44,29,18,30
5,37,4,2,47,27,48,40
39,16,2,21,28,34,46,12
28,25,29,32,6,11,5,12
45,34,10,7,22,29,26,41
36,47,42,10,24,30,11,20
2,33,38,1,11,20,26,9
29,16,8,17,42,35,27,41
25,37,48,4,41,16,46,33
26,21,46,41,12,4,10,22
4,36,32,40,12,25,41,45
10,13,12,44,3,19,11,27
39,46,47,20,45,16,18,19
31,9,36,40,13,35,2,7
20,8,47,46,10,42,14,40
47,33,34,16,12,5,24,28
16,42,4,22,8,14,27,30
15,17,30,42,23,11,14,28
48,34,17,28,3,41,29,30
22,43,32,46,48,39,6,29
36,4,40,3,19,41,22,12
27,39,45,47,42,22,12,10
10,6,2,28,38,48,22,9
3,22,19,9,47,16,20,11
4,2,36,42,40,22,19,17
12,38,43,29,30,20,42,3
3,27,49,33,28,38,48,45
40,28,32,35,5,2,21,47
38,8,33,39,17,37,45,16
27,4,3,10,15,13,22,16
13,7,9,24,40,27,16,25
42,11,36,9,24,49,1,6
3,37,17,34,39,26,8,49
22,19,44,30,16,3,46,7
29,2,7,43,28,31,25,49
24,47,26,34,37,44,14,29
48,40,22,8,44,9,46,1
2,16,48,43,22,6,47,8
11,45,19,18,39,28,1,47
15,35,44,8,41,45,30,24
2,47,36,45,18,38,31,35
2,39,24,11,13,17,16,7
48,19,16,29,35,18,37,24
11,17,21,40,15,12,49,13
15,10,14,45,46,13,42,37
46,18,24,20,4,36,12,32
12,34,48,25,2,14,17,42
41,18,7,47,43,8,27,36
9,37,24,44,14,38,40,27
6,41,5,37,19,2,32,10
40,47,18,6,19,2,49,33
13,47,49,39,25,4,1,41
23,37,15,29,36,35,3,14
22,23,9,15,20,33,1,29
43,16,30,32,19,44,20,45
43,17,20,3,7,18,28,23
46,26,38,2,8,12,17,31
9,44,37,5,47,25,49,42
18,49,9,14,34,6,22,24
47,2,24,44,1,11,3,41
33,32,37,36,25,47,18,19
17,36,42,33,18,11,49,44
26,3,8,27,22,29,49,10
30,11,22,3,49,46,6,33
37,13,47,17,2,33,11,25
33,29,11,1,19,2,9,7
13,14,36,23,29,43,48,49
43,35,12,29,4,19,16,46
10,45,25,3,39,20,30,13
9,14,32,38,48,30,17,12
33,4,39,8,2,47,32,36
2,25,47,13,36,29,5,3
42,36,3,33,31,20,30,6
43,5,29,18,9,37,22,28
45,37,13,30,20,19,5,34
30,24,43,37,9,11,47,3
42,22,11,5,43,48,27,15
9,33,38,13,18,5,30,43
25,43,22,20,9,15,41,30
45,2,8,5,13,28,15,36
8,3,26,47,4,5,23,17
47,44,46,19,48,5,45,3
42,9,25,3,21,11,37,36
41,40,20,47,3,25,26,22
8,44,46,1,40,22,29,38
15,1,30,22,7,20,21,10
47,11,22,34,31,10,7,46
5,13,48,19,49,21,10,14
27,38,6,30,28,42,46,9
35,22,10,48,14,31,32,46
7,10,18,33,5,25,24,17
1,42,3,37,33,48,19,5
20,35,36,44,47,1,32,27
9,7,47,19,4,25,34,11
3,37,43,38,20,18,31,36
12,2,39,38,18,6,36,27
43,46,26,21,30,40,42,11
