10,17,22
3,10,9
41,21,29
16,24,1
46,43,1
38,30,4
38,20,3
33,31,13
33,44,2
1,28,8
30,43,46
29,37,47
34,45,25
4,1,28
15,33,19
4,8,25
19,39,12
1,19,9
46,14,42
45,22,19
17,46,3
37,11,27
27,34,4
15,43,16
7,42,38
38,16,4
40,47,15
12,47,3
24,48,31
7,31,19
41,33,40
49,27,43
1,44,9
44,10,4
47,38,46
20,15,31
32,19,22
19,3,36
47,37,34
48,10,31
41,6,3
33,47,37
4,38,2
20,5,36
34,33,10
30,26,20
40,39,12
24,23,44
27,2,4
34,6,39
2,39,35
24,7,38
43,31,29
21,32,31
5,46,12
28,42,1
16,11,43
13,29,3
25,20,13
28,18,22
27,37,35
12,37,26
24,27,5
43,48,46
49,23,7
23,16,44
18,33,13
49,3,1
8,47,44
40,27,8
49,22,3
10,6,13
23,15,9
22,37,26
39,38,4
44,20,41
45,35,19
40,43,16
21,33,16
30,47,36
3,49,14
40,30,28
31,23,41
12,14,3
45,30,19
2,31,24
37,33,1
12,10,47
18,43,17
45,48,19
40,18,1
16,40,31
10,41,14
34,18,39
13,2,38
13,10,25
35,9,7
30,44,42
7,33,35
2,27,43
30,37,48
44,15,11
18,1,12
11,37,19
49,1,18
43,27,33
22,34,41
12,2,41
48,25,26
18,43,36
34,39,42
32,45,26
40,34,2
11,30,2
47,16,49
6,17,25
26,7,8
42,24,30
22,17,26
49,14,43
48,12,25
3,39,43
6,39,23
27,12,44
42,9,6
1,35,48
30,18,22
46,3,13
40,43,31
24,11,3
41,9,36
15,2,40
10,37,46
41,45,2
49,34,45
46,14,45
9,49,33
47,21,17
44,8,2
18,13,11
45,32,28
19,37,44
13,17,25
49,33,14
40,21,14
39,7,9
12,45,22
8,18,30
19,33,28
48,35,3
43,33,21
11,12,29
10,26,37
48,15,4
21,41,18
16,20,18
22,32,27
38,22,45
16,31,34
28,20,21
2,12,28
27,28,37
36,30,16
20,24,35
5,42,33
1,6,40
2,13,31
5,43,45
25,6,27
33,45,41
30,49,2
45,7,47
39,38,24
24,45,2
41,8,47
25,34,24
1,38,24
47,19,31
3,37,12
15,11,44
5,35,40
15,2,41
9,46,26
4,15,16
2,8,6
1,29,13
40,28,9
30,49,22
6,35,34
48,40,36
27,23,26
23,3,38
26,28,27
7,36,32
9,37,38
37,3,45
32,41,3
19,21,2
36,45,39
8,41,20
49,18,19
15,9,2
44,27,36
46,23,8
2,1,13
33,21,12
45,42,7
12,4,49
29,40,7
33,9,14
34,5,4
32,48,34
11,34,14
4,23,6
12,35,30
37,8,38
49,8,5
6,27,28
3,45,29
5,31,1
20,41,28
22,18,29
31,43,12
32,3,35
16,20,46
4,18,20
49,36,42
4,23,19
48,46,1
33,36,42
45,28,1
4,39,36
16,25,24
33,8,46
46,8,17
2,44,3
6,32,24
29,5,37
20,36,16
45,3,2
5,47,11
23,41,10
34,37,38
14,27,7
23,46,14
11,29,49
42,2,39
8,41,3
23,32,49
15,36,26
45,12,3
23,45,32
17,1,43
30,27,38
3,10,42
29,19,5
30,15,10
8,26,7
20,34,24
36,8,2
32,15,16
23,30,45
1,14,23
40,31,6
16,48,43
21,6,25
27,24,35
20,23,34
23,12,17
46,10,47
31,32,24
4,33,14
3,20,28
3,38,27
35,23,6
49,42,1
24,3,40
4,47,10
33,43,16
48,3,17
16,28,43
35,3,40
39,26,44
15,20,40
21,41,11
41,1,25
19,13,45
44,6,47
1,3,21
29,44,49
48,8,1
43,14,39
17,43,35
23,11,31
21,39,25
30,5,27
19,28,39
20,38,32
31,1,12
36,6,44
9,39,44
39,26,8
27,29,20
37,16,25
25,36,5
39,22,40
35,39,16
1,31,39
43,47,35
5,36,48
26,17,38
5,29,21
48,3,47
14,47,37
6,14,16
34,13,32
29,30,16
38,44,13
2,34,8
36,17,4
18,40,35
45,28,42
10,42,24
10,49,32
47,17,19
42,25,18
26,43,34
19,18,45
8,22,43
20,23,48
22,11,27
23,36,14
11,19,22
35,4,9
48,15,30
15,14,9
48,17,12
15,38,9
10,26,43
20,1,16
31,38,49
16,44,32
11,17,22
29,41,35
23,27,5
42,11,1
2,35,30
45,25,11
35,25,43
23,32,18
2,4,42
34,9,38
47,31,30
20,23,16
46,35,44
46,31,19
35,43,26
34,9,47
44,35,41
2,35,37
40,22,17
47,4,16
41,23,27
1,6,15
37,33,24
11,42,19
10,33,28
44,24,49
34,6,38
1,27,10
40,47,5
1,23,20
29,49,19
30,11,2
34,47,48
13,12,3
46,24,36
12,25,31
44,41,45
29,9,33
13,22,33
3,10,20
13,15,21
25,30,18
14,11,48
21,47,31
11,31,23
30,12,7
7,14,20
32,13,49
38,25,13
46,47,33
1,43,27
16,10,5
1,35,29
48,29,49
10,7,14
15,4,8
20,9,5
29,7,15
44,34,30
39,13,18
48,43,46
33,6,16
23,42,39
48,23,36
10,18,42
38,45,46
19,47,31
31,39,14
47,1,22
14,46,48
17,21,49
5,8,35
34,25,39
33,41,40
17,10,30
6,14,43
36,43,28
35,6,19
8,30,18
1,48,6
28,8,23
30,4,41
31,8,17
5,35,23
39,25,41
13,41,12
23,30,42
22,16,33
30,49,47
49,7,40
1,36,20
32,11,48
20,29,16
26,17,46
7,38,46
31,1,35
23,36,45
36,21,49
21,38,25
31,9,25
15,19,36
12,16,24
42,46,25
5,45,38
48,41,28
40,21,1
48,5,4
12,9,29
2,47,14
9,40,42
42,19,34
1,25,17
9,1,3
22,19,15
8,29,4
15,2,37
48,38,5
22,16,45
25,45,7
49,43,26
16,23,47
38,27,2
18,41,38
7,11,42
10,26,41
4,34,38
31,32,33
21,24,35
21,41,25
21,34,28
24,45,31
35,23,34
47,11,48
46,41,33
49,21,25
9,42,31
45,44,39
18,14,15
30,6,41
36,30,14
1,40,48
32,22,10
48,21,31
27,22,44
11,44,17
37,5,48
4,2,43
31,13,48
35,29,10
46,11,41
3,41,22
22,46,17
15,36,32
13,21,40
5,3,7
36,19,44
9,1,31
41,44,40
35,45,8
22,35,34
30,43,37
38,12,23
24,1,17
48,3,40
48,19,6
45,29,19
9,39,29
13,10,43
43,34,10
28,23,22
46,25,27
1,35,30
18,14,31
17,40,39
20,28,45
41,13,25
33,28,20
20,7,39
30,36,8
7,33,15
30,3,18
29,16,36
40,46,6
2,43,26
14,49,31
17,31,40
38,48,2
8,5,25
42,13,12
44,32,6
27,21,26
28,7,3
9,18,21
19,10,27
46,3,36
13,15,17
16,5,8
3,23,14
46,33,23
38,29,33
1,40,43
40,14,34
12,43,22
2,42,23
49,12,28
24,27,21
8,15,14
44,24,9
34,12,21
45,16,10
33,26,23
30,20,29
35,4,39
25,47,4
9,1,19
7,32,47
35,7,12
38,27,8
49,35,38
27,9,14
8,22,30
44,19,27
14,15,48
49,39,41
35,24,23
33,40,47
34,28,5
34,42,31
40,24,11
16,32,9
42,46,4
1,16,28
7,5,24
2,17,38
21,45,5
21,7,27
31,32,17
22,21,42
10,37,45
40,33,29
17,29,48
47,1,20
19,48,30
6,28,14
6,47,24
24,44,33
1,49,2
11,49,48
21,28,49
20,24,49
24,46,12
15,30,10
19,13,7
49,3,46
39,42,16
1,40,8
27,11,7
7,46,29
43,10,14
26,44,40
8,13,22
25,13,42
14,27,15
30,28,12
26,9,8
6,21,34
5,1,29
12,16,3
49,12,39
18,6,13
13,37,20
31,43,13
21,1,17
16,26,47
8,45,31
8,44,40
35,23,4
16,15,26
6,49,35
30,28,32
47,40,39
13,47,21
4,45,18
11,46,38
15,46,49
9,48,16
13,12,32
39,27,9
5,3,46
9,45,41
12,46,9
30,26,10
11,6,37
42,18,1
31,34,18
29,18,11
35,29,25
45,32,37
26,4,12
43,27,46
7,26,39
23,41,7
43,23,1
29,25,6
25,39,41
