10,9,35
13,40,8
37,31,27
42,24,30
46,28,9
42,14,33
37,7,24
22,25,6
47,46,40
46,29,19
2,19,25
6,37,19
22,33,37
12,48,42
7,16,44
1,6,18
26,48,20
34,32,39
9,40,39
13,7,19
46,16,5
25,14,47
7,6,38
32,14,16
34,30,39
25,44,18
42,28,8
18,15,28
36,43,22
20,16,2
39,41,7
46,16,8
48,35,20
14,21,32
6,24,35
26,36,38
37,28,34
36,3,48
44,34,10
19,22,17
19,8,33
34,49,19
4,33,26
11,27,26
6,18,43
38,17,26
43,31,21
37,47,20
38,25,3
24,9,27
43,17,7
18,47,46
39,7,34
40,8,2
20,5,10
39,7,22
5,17,41
4,14,16
30,40,9
31,14,30
17,37,20
40,29,8
5,30,17
16,36,22
35,43,9
2,22,37
18,33,42
49,2,36
40,22,15
25,33,39
40,22,28
14,42,25
31,6,30
6,33,1
39,27,2
36,6,45
40,22,38
48,19,39
33,2,49
25,19,10
19,2,41
37,28,7
47,23,19
29,46,25
18,34,22
23,29,47
7,45,32
12,46,14
21,28,7
40,22,26
5,47,49
9,43,10
28,27,25
15,23,19
2,25,16
13,3,47
31,49,7
27,24,44
3,25,40
32,48,7
4,37,18
24,35,39
15,39,12
39,16,34
16,28,37
15,1,44
22,43,49
48,32,23
4,15,31
31,6,17
8,43,32
23,42,8
39,27,1
28,18,47
45,28,7
26,7,4
18,21,32
49,20,47
33,47,18
12,18,47
40,13,47
41,21,46
32,25,22
9,26,18
4,2,13
11,33,38
18,48,9
10,38,42
36,14,47
15,13,5
4,43,9
32,20,44
14,38,4
31,28,49
29,38,16
27,28,7
20,34,42
18,28,38
8,30,22
21,23,14
6,13,49
45,4,39
34,1,21
39,37,27
33,45,4
22,37,49
2,15,30
40,24,45
35,18,24
21,4,13
8,1,15
12,36,7
47,15,34
8,25,23
17,30,18
45,28,44
21,36,5
35,36,42
35,34,30
27,34,41
7,45,48
12,7,45
18,45,3
28,4,3
33,3,43
13,16,3
19,39,29
39,41,11
47,23,12
22,20,11
32,33,8
40,28,20
15,40,42
41,38,20
13,27,46
15,13,21
39,17,8
36,16,26
4,48,21
38,14,21
6,2,23
4,27,1
4,25,46
27,10,2
18,44,24
29,33,20
18,12,48
24,4,36
12,27,24
29,31,17
14,8,12
44,43,24
8,19,25
49,10,11
14,7,12
6,35,9
25,6,5
22,35,4
40,12,8
20,32,1
41,29,12
16,27,7
8,46,12
11,34,15
34,2,11
10,46,23
38,28,21
43,29,30
44,34,48
35,13,4
19,15,39
