48,7,24,12,44,1
16,19,47,36,24,46
47,16,9,23,31,32
33,46,48,45,4,16
13,38,10,15,6,19
37,30,41,43,11,19
45,11,48,33,37,2
25,38,20,30,47,10
47,30,41,17,34,2
40,28,46,24,29,41
3,25,7,15,17,11
20,8,32,49,19,5
20,35,44,31,27,14
45,10,42,46,21,3
25,42,35,36,1,18
46,6,7,4,33,32
45,37,38,29,32,10
1,30,36,23,29,28
34,13,38,17,22,20
11,44,21,6,1,15
2,36,43,25,32,49
44,18,35,34,47,38
31,46,28,42,26,35
16,38,3,2,35,27
13,35,46,31,15,26
40,6,4,21,7,46
31,16,29,32,1,27
26,39,10,20,3,9
22,12,27,47,8,3
29,6,2,14,32,37
5,15,12,39,24,21
42,10,30,32,17,3
24,21,44,14,49,28
24,31,38,37,21,48
7,32,2,21,8,3
20,5,47,35,28,21
37,8,41,43,38,21
47,8,25,45,23,30
4,9,35,38,44,7
27,39,8,11,47,33
37,45,26,15,8,10
13,3,34,48,45,6
32,24,2,27,34,46
39,25,13,11,33,23
4,24,1,12,18,30
22,5,17,36,11,45
33,43,34,38,31,22
4,19,34,2,27,1
24,7,29,43,6,32
18,8,32,39,25,31
30,22,24,15,39,25
24,27,49,38,8,46
10,21,49,31,14,33
18,28,30,26,38,43
15,22,39,46,6,47
3,41,38,39,24,47
34,28,35,23,15,48
27,3,32,36,46,41
11,4,27,18,2,34
10,4,1,16,9,44
9,5,27,35,22,31
21,18,13,30,19,33
33,22,13,47,48,29
34,7,48,5,18,2
43,1,9,13,18,22
25,40,33,27,7,18
38,33,9,39,36,27
41,16,31,6,13,43
22,35,47,30,10,27
36,37,33,9,48,35
38,23,6,9,24,37
21,19,43,1,32,30
46,3,33,38,8,27
41,8,43,24,48,32
49,11,39,29,45,23
13,29,3,2,21,6
27,22,10,18,16,13
10,37,25,12,32,46
19,40,6,26,9,4
33,39,41,27,21,16
37,27,23,4,30,40
18,1,40,43,44,30
5,30,26,39,31,16
2,16,30,27,5,23
27,26,10,41,35,23
37,25,23,41,4,12
39,36,37,46,43,8
12,23,3,35,46,29
40,33,47,17,42,31
41,23,21,32,8,16
45,36,31,3,33,48
37,5,41,45,26,3
16,14,41,25,31,30
2,49,9,34,32,1
23,36,3,1,14,37
49,3,32,9,18,40
20,31,8,35,37,45
38,1,13,33,2,26
41,11,8,13,33,32
24,6,42,26,44,13
48,44,38,28,16,22
20,44,19,40,34,22
47,27,23,3,44,49
7,16,3,33,30,39
35,13,3,45,20,30
7,20,49,30,8,23
39,29,15,37,30,16
29,13,39,5,4,17
42,8,1,16,5,49
17,13,49,1,21,22
42,6,46,39,22,27
48,7,37,33,15,12
15,23,20,46,35,43
