25,8,44,16
21,47,12,39
24,29,7,19
24,45,3,20
22,23,41,31
42,34,5,21
33,6,21,28
3,11,49,31
3,32,23,22
16,9,21,41
16,8,44,41
31,40,41,1
18,41,24,38
12,46,16,44
23,36,17,10
37,40,41,46
21,29,28,26
27,10,45,12
21,39,7,43
17,30,20,11
2,21,37,3
30,33,16,15
40,19,38,41
49,30,6,45
6,11,25,43
46,14,43,13
32,48,21,12
20,1,15,44
32,20,31,21
6,40,46,35
45,14,37,34
14,5,48,34
29,14,30,34
16,3,15,46
49,35,4,24
22,14,12,13
20,9,31,49
29,18,17,39
3,23,9,37
28,26,36,31
44,31,41,11
42,11,31,41
49,24,4,19
10,26,49,8
7,21,1,12
43,29,48,6
22,49,42,34
20,23,44,15
45,5,2,14
13,49,5,48
15,21,35,2
34,25,15,39
32,44,37,40
9,47,18,28
48,28,2,40
23,13,42,25
4,31,18,23
38,37,9,46
1,7,10,49
22,3,15,19
15,21,2,25
20,28,32,25
47,7,43,45
21,38,48,46
43,44,41,12
23,8,47,21
20,1,43,19
26,10,34,35
48,2,25,16
48,30,25,14
20,3,43,1
39,38,11,15
41,7,49,33
30,23,9,35
45,19,35,5
19,48,33,29
8,42,40,17
16,40,18,38
42,3,39,48
32,47,14,4
9,45,34,37
13,7,28,2
13,35,49,37
16,43,47,14
1,6,42,32
42,31,11,8
37,24,41,43
11,28,42,13
10,30,9,23
41,40,3,49
49,2,17,38
28,40,32,36
9,10,24,41
10,37,38,28
43,7,38,5
20,40,28,14
6,46,48,33
31,36,45,35
13,48,20,43
8,17,43,39
2,3,46,36
44,12,31,40
35,14,4,29
48,1,46,26
26,37,18,47
22,5,11,7
12,2,11,29
1,34,47,41
36,33,22,31
48,49,19,31
40,41,23,34
12,1,21,23
43,18,31,2
21,35,15,32
15,7,47,24
34,12,25,19
10,16,27,36
47,33,4,22
18,5,20,27
9,19,15,41
48,33,30,16
39,16,2,18
49,34,24,46
27,26,38,12
48,15,19,25
26,36,10,22
15,22,9,46
10,25,9,22
35,27,47,16
6,45,17,2
29,36,12,7
15,39,2,40
23,41,19,5
20,2,15,8
7,12,49,27
34,25,13,14
1,18,46,39
42,1,14,2
32,24,34,40
41,44,30,6
24,33,21,47
18,7,20,36
4,9,5,15
