20,3,46,2,23,15
9,48,26,14,38,32
25,28,36,31,46,16
8,31,37,49,25,27
49,4,3,45,13,41
38,35,48,34,32,27
36,34,26,39,13,31
26,31,43,21,36,8
12,28,43,7,2,37
36,29,35,12,48,10
49,34,41,23,39,48
19,8,4,44,29,21
19,42,13,1,8,46
48,40,43,46,22,26
32,40,29,24,15,45
42,49,27,45,16,4
3,1,7,11,26,19
33,21,25,41,19,42
14,4,23,15,34,47
43,34,11,12,18,31
18,10,21,2,48,33
16,39,13,46,44,20
49,2,6,29,37,39
25,20,2,44,31,18
45,48,3,18,42,7
33,8,22,3,31,32
42,14,9,31,20,34
33,5,30,12,21,39
22,10,8,2,14,35
38,3,44,7,23,49
36,27,11,39,18,23
17,2,25,42,16,45
11,34,35,46,49,19
19,23,14,47,26,8
19,41,4,49,21,2
9,7,4,37,10,36
28,1,13,8,41,2
10,22,8,13,11,39
30,36,26,45,24,20
34,2,23,17,10,28
1,32,10,4,34,21
20,36,43,1,27,48
36,23,1,14,42,45
33,38,25,30,23,7
21,6,17,40,4,39
34,40,23,33,39,41
6,13,44,47,34,25
4,38,30,49,37,48
10,26,23,42,31,41
48,41,49,15,31,14
28,19,37,18,44,48
18,10,41,42,11,19
22,8,26,19,34,49
2,17,9,32,13,1
11,24,36,7,31,6
24,19,13,31,21,14
11,42,6,27,25,37
18,48,49,23,11,24
36,32,15,39,49,2
37,17,30,6,44,36
34,28,49,4,10,31
18,20,48,47,13,11
9,5,37,25,16,26
47,7,14,27,37,1
43,25,40,22,48,2
38,21,4,19,40,8
45,2,19,29,39,27
43,6,21,23,35,5
13,11,44,46,40,12
46,48,20,45,8,22
24,11,2,22,15,4
3,8,17,30,20,23
32,25,12,48,31,17
17,1,10,36,18,39
29,32,34,45,44,7
26,24,11,34,27,38
20,5,38,32,15,18
23,17,4,24,2,11
41,30,25,34,27,4
16,29,38,46,47,24
29,10,33,31,6,17
22,44,42,33,10,19
46,26,18,33,31,7
17,37,8,16,45,3
26,43,49,8,21,16
23,15,22,12,17,33
47,10,27,19,37,28
45,39,19,43,32,9
23,18,22,2,32,44
46,45,7,12,18,8
30,20,37,17,41,7
33,28,42,7,23,45
25,26,22,29,36,5
40,39,24,28,31,8
48,12,11,19,30,26
34,3,6,20,37,11
31,49,18,45,9,16
49,12,37,44,25,46
36,22,39,31,33,47
6,29,8,30,43,21
33,2,41,48,13,43
36,29,13,44,14,11
37,7,19,41,35,34
28,3,37,49,4,44
45,20,36,29,5,8
44,5,15,25,46,21
31,23,19,5,36,9
34,37,27,42,26,5
17,45,5,28,2,4
24,41,34,32,44,16
6,14,23,47,28,19
34,18,32,23,41,14
41,46,8,42,18,6
2,31,23,44,48,16
10,36,17,26,41,31
12,31,34,9,18,25
13,9,19,16,44,34
1,12,21,47,18,46
7,38,46,30,20,1
37,33,35,31,28,6
19,30,22,32,27,11
40,11,16,39,13,30
28,32,4,31,6,29
20,49,46,38,29,21
40,5,13,28,6,26
23,49,36,46,40,37
45,33,7,13,9,12
21,37,34,49,23,33
16,22,1,37,5,30
48,25,18,10,12,28
40,36,31,13,23,14
47,33,29,21,31,38
21,10,48,8,19,44
5,16,29,15,13,3
25,28,18,36,38,21
9,3,32,5,1,28
7,13,28,43,30,26
34,48,23,35,38,5
5,21,48,22,41,40
1,19,7,28,8,37
21,48,37,8,42,40
27,34,4,17,24,14
3,40,13,49,10,9
40,32,37,7,47,16
29,38,49,41,11,16
1,38,48,46,24,2
6,45,15,41,42,5
35,40,43,47,20,32
32,21,26,37,43,19
6,44,28,37,4,15
30,38,14,22,24,25
11,47,33,37,10,21
34,22,26,32,3,24
43,12,2,8,17,3
5,37,44,8,14,34
6,27,46,28,20,24
11,5,26,23,25,19
15,3,37,23,40,47
4,29,28,37,48,25
7,33,41,17,19,26
7,9,19,3,49,21
21,30,45,19,26,6
7,44,42,9,15,22
25,28,38,18,46,48
12,17,20,46,6,14
27,17,15,25,49,7
32,1,29,40,42,31
18,24,29,45,32,19
12,39,10,25,30,19
2,15,48,4,21,40
49,30,45,40,3,37
3,14,41,26,18,5
9,15,39,5,28,45
10,46,13,41,24,20
39,42,27,48,35,4
22,7,40,41,47,2
44,13,47,36,49,8
10,16,20,9,14,5
47,18,38,33,19,20
41,10,48,2,31,46
14,28,9,6,2,1
6,2,24,48,30,49
38,35,14,32,8,31
8,12,35,32,48,18
6,26,24,9,47,32
1,19,2,47,5,14
18,45,29,24,21,47
32,15,2,20,9,22
34,18,26,15,33,12
41,22,19,39,49,37
9,37,34,43,38,49
18,47,10,41,30,44
27,26,37,23,9,3
25,41,49,24,31,46
4,28,22,19,14,18
3,43,21,1,40,42
34,18,9,11,17,27
44,22,28,37,41,15
38,9,36,26,1,46
5,27,10,29,40,46
43,49,27,14,3,24
1,11,5,47,22,3
45,30,16,28,18,2
3,19,47,21,2,49
47,3,14,38,27,44
24,23,34,6,33,20
41,23,15,18,4,5
27,20,32,40,6,34
22,46,20,18,19,3
36,24,41,22,43,34
