21,9,49,2,3
7,12,9,25,32
15,22,34,23,7
34,43,13,6,39
40,47,24,33,2
2,28,13,42,18
39,38,3,16,46
11,13,35,3,31
20,15,39,23,24
38,4,25,41,49
35,21,24,30,18
25,9,17,6,21
23,24,30,10,40
8,42,11,25,10
40,10,33,30,29
29,15,1,30,35
15,28,22,5,47
24,8,1,42,44
20,21,13,32,45
23,16,35,17,15
44,14,6,8,20
22,20,35,14,37
47,2,30,14,1
40,45,47,11,20
18,1,46,33,43
20,49,39,32,43
27,30,18,49,44
28,9,3,6,15
12,48,38,24,8
37,7,49,29,43
20,32,8,47,30
23,46,17,40,44
31,10,24,39,23
12,34,19,29,5
10,41,24,36,37
14,3,7,38,47
1,13,9,37,2
1,32,45,42,3
7,22,31,47,6
7,15,33,30,3
38,31,6,9,23
12,25,14,31,10
25,2,31,16,39
36,7,24,23,43
17,8,27,29,9
23,46,22,37,32
28,34,6,26,35
27,42,40,2,11
1,12,38,37,26
22,18,26,48,40
38,4,11,17,8
36,4,46,29,28
3,6,29,32,46
8,34,11,28,23
48,23,19,40,21
21,49,24,30,45
9,17,42,28,48
5,9,19,33,6
5,12,42,7,1
16,3,44,49,6
38,37,17,13,6
14,45,44,32,38
34,1,9,31,4
24,16,43,23,15
49,34,25,18,31
41,43,8,47,5
19,44,4,42,33
6,44,21,47,31
11,20,21,44,40
9,49,41,42,7
19,7,21,24,48
14,24,15,13,27
32,30,29,19,43
30,19,7,15,21
21,45,25,40,33
43,5,10,25,33
39,31,35,15,37
43,41,3,11,22
43,23,19,29,25
39,16,29,13,28
14,25,38,3,10
40,30,24,31,38
1,29,17,38,18
40,47,4,15,17
13,27,25,37,14
31,27,30,22,36
11,10,18,34,8
27,17,16,13,44
23,5,18,1,32
30,23,45,47,13
19,24,42,14,45
36,49,10,46,15
28,35,32,18,34
28,26,18,24,37
38,22,42,14,47
8,45,40,22,44
3,36,21,25,9
1,16,22,43,24
4,16,20,35,42
29,45,23,18,12
43,1,8,25,41
25,23,40,41,20
13,5,22,8,20
37,17,28,2,14
17,21,34,44,31
21,44,41,23,6
20,27,1,31,41
34,8,24,17,6
10,26,39,44,11
29,31,21,46,30
46,44,17,12,24
26,17,28,22,15
24,8,22,6,39
26,6,7,27,32
28,26,38,17,45
38,49,44,12,33
33,36,13,39,24
9,45,47,22,12
40,42,27,8,3
3,32,11,27,34
16,6,40,23,42
44,13,48,31,10
45,39,10,28,47
4,16,39,20,2
24,7,19,38,15
36,10,41,9,20
15,6,30,31,48
21,35,26,10,47
38,3,9,14,46
43,34,3,17,16
33,29,1,46,47
8,32,22,41,44
23,27,38,13,21
40,9,41,46,3
34,2,9,12,29
44,38,42,16,30
18,28,13,6,38
33,46,9,14,45
2,25,8,15,17
46,7,11,26,41
31,34,19,12,48
27,49,28,19,44
2,43,11,23,38
18,45,1,46,11
28,30,39,8,47
22,37,34,14,44
28,2,21,48,33
38,33,16,13,3
25,30,32,11,17
45,24,40,39,11
45,28,23,2,27
20,24,1,17,11
14,48,46,33,45
22,44,34,49,13
39,5,30,10,19
16,4,3,10,33
2,17,19,38,13
38,19,13,20,1
46,27,4,7,34
32,44,16,45,12
37,6,38,39,26
4,26,10,28,5
12,46,15,28,1
45,12,35,11,17
26,41,1,10,48
46,23,24,8,35
12,36,48,23,22
15,5,2,45,10
46,45,34,7,49
10,20,22,14,37
39,21,20,10,48
