35,19,21,38,37
47,46,28,48,9
32,18,41,34,28
36,29,45,27,17
48,2,44,11,28
6,33,42,16,17
29,46,49,12,38
47,30,5,9,22
9,26,28,48,27
2,42,31,1,48
47,17,22,42,25
22,15,20,47,13
1,36,24,46,13
6,42,35,45,14
11,34,38,48,37
38,29,28,27,45
9,47,19,22,37
1,23,40,21,29
28,14,22,18,33
11,46,8,16,29
39,25,13,32,4
13,27,22,21,23
9,45,41,48,34
35,25,20,7,1
2,18,31,38,25
27,24,23,1,16
9,39,31,18,38
47,28,25,37,26
28,20,5,11,31
1,34,49,14,29
24,37,12,10,43
8,36,41,47,9
19,12,8,39,34
5,6,38,36,19
34,47,31,29,32
21,30,9,10,33
28,9,49,35,15
23,15,43,13,11
3,9,15,47,20
31,49,13,29,1
30,46,24,1,25
28,47,2,6,5
45,3,41,42,1
45,47,40,41,43
16,18,42,4,48
42,21,16,30,4
46,47,1,34,44
3,21,20,38,26
24,12,3,30,26
4,10,33,48,15
3,40,16,6,45
24,20,31,29,8
29,34,33,46,20
18,47,46,8,3
28,7,32,22,42
46,27,23,28,43
47,15,9,7,18
18,24,10,43,36
21,36,35,41,32
37,36,30,22,12
28,16,35,48,45
36,18,38,40,4
27,49,19,4,8
12,14,9,28,2
9,38,15,47,10
29,2,16,35,40
25,44,41,37,6
43,29,30,7,31
48,9,38,7,27
4,18,17,43,10
10,13,49,2,11
45,8,41,23,20
11,46,20,31,47
19,34,3,31,13
39,5,17,27,32
11,45,38,48,16
32,47,44,1,3
28,4,19,32,48
38,22,48,36,19
11,20,49,24,26
44,5,30,12,43
29,30,42,15,28
12,14,37,27,16
9,4,39,49,41
17,42,13,16,43
32,1,8,16,30
29,38,5,44,24
20,23,49,46,3
10,30,36,41,7
31,34,10,18,11
5,49,27,14,39
15,24,33,7,48
13,10,31,5,27
2,19,31,38,35
49,41,8,35,43
2,11,18,38,13
41,38,8,21,7
22,16,49,21,32
39,43,37,8,31
43,44,40,35,45
9,28,36,25,39
46,1,7,19,32
48,42,8,1,41
45,22,29,24,30
41,20,29,10,16
47,30,40,9,49
45,18,36,38,11
10,32,13,20,46
16,37,41,1,49
46,15,29,5,17
5,8,35,21,48
48,26,19,4,12
38,9,3,26,22
13,37,15,43,27
29,14,25,20,47
14,39,42,41,16
31,10,26,40,36
8,21,46,20,44
24,45,5,35,46
28,47,15,37,46
3,37,42,48,32
27,13,20,44,34
34,1,20,40,31
49,27,11,42,26
13,5,32,44,29
4,30,44,1,21
14,39,6,43,30
31,40,36,21,46
37,13,47,18,20
43,26,6,42,33
39,17,2,25,44
46,17,15,21,7
8,4,15,28,17
23,36,12,45,3
49,9,13,12,35
29,8,3,28,37
47,11,39,25,8
43,3,11,23,47
10,11,20,49,33
26,19,36,37,1
32,30,2,6,41
24,25,42,15,14
17,33,46,45,42
11,23,36,25,43
45,11,37,38,16
24,17,7,12,40
9,2,26,19,32
4,29,16,34,15
31,3,33,16,30
47,34,48,44,23
45,39,4,49,36
10,32,45,14,13
4,32,23,3,18
16,8,32,39,9
41,36,1,11,28
37,22,14,45,47
49,44,28,13,21
12,21,25,36,20
32,44,31,40,29
31,40,42,14,5
39,7,9,2,40
9,16,32,35,29
16,34,38,17,24
22,15,44,39,1
24,3,11,9,19
43,44,37,1,38
1,48,9,17,47
37,31,3,44,2
14,36,19,2,26
22,10,28,13,40
43,5,8,26,9
33,21,46,16,20
42,41,30,9,12
31,19,33,36,46
30,35,27,29,20
32,15,38,29,37
19,43,27,5,31
9,21,48,47,1
6,8,21,44,7
9,28,30,23,33
12,30,23,13,9
31,16,25,47,4
28,47,14,24,19
22,34,13,17,33
40,30,32,6,43
22,7,48,8,6
2,21,49,36,16
13,4,43,49,24
28,12,4,31,1
