49,35,6,10,25,21,22,2
29,39,49,1,38,41,18,22
11,15,40,46,13,35,31,1
25,16,19,39,44,2,47,38
28,30,9,34,8,22,43,38
37,11,41,31,19,29,30,16
7,38,14,28,48,13,31,4
7,36,33,25,47,43,14,48
45,30,2,7,31,32,10,14
6,27,5,45,48,14,29,10
5,34,11,7,49,46,43,10
20,16,1,46,28,44,19,40
33,43,7,9,25,26,3,16
42,14,38,45,5,3,33,41
35,18,40,39,13,48,10,27
49,39,9,36,26,35,41,40
26,48,10,32,38,12,7,37
39,2,34,19,28,33,45,7
22,21,49,27,8,13,4,26
23,10,1,34,3,8,15,39
18,41,6,38,47,12,5,20
30,7,28,35,11,25,39,45
22,17,6,16,1,46,38,37
24,21,36,43,35,9,26,8
36,44,37,13,15,5,49,38
31,25,8,18,33,6,3,20
43,49,23,7,3,10,19,22
32,18,39,35,11,4,26,44
22,8,7,23,36,24,37,33
10,26,49,44,30,27,47,1
29,36,30,1,17,11,14,4
19,12,36,13,15,47,43,48
23,39,36,2,7,3,25,32
9,6,38,44,29,30,41,10
25,15,4,40,48,17,31,14
34,11,27,5,40,48,2,26
7,28,37,47,21,35,20,24
7,35,30,36,14,21,37,26
41,7,37,22,5,45,34,46
36,15,45,24,19,5,1,13
29,7,47,35,20,23,43,11
4,8,48,38,14,35,39,15
16,46,39,40,6,42,1,3
28,15,4,14,1,39,13,7
23,3,7,42,24,13,32,26
22,20,4,14,35,38,24,5
11,20,47,24,29,40,13,37
4,47,2,46,14,30,20,41
28,48,8,44,45,26,33,6
49,13,34,40,47,12,17,23
29,40,4,33,6,8,49,25
14,3,39,18,8,9,40,19
43,46,23,8,10,17,47,48
44,29,15,14,9,39,42,13
23,5,14,26,30,41,24,34
41,42,30,44,7,34,21,11
10,31,15,6,49,32,35,20
38,46,5,48,33,2,47,20
20,40,19,35,21,10,6,7
30,31,9,12,45,4,7,36
6,41,39,23,33,28,19,12
32,3,34,40,1,23,12,35
18,8,40,42,30,34,5,46
7,27,10,48,4,20,13,29
9,45,25,6,7,23,31,5
35,49,10,43,3,18,5,38
36,47,4,27,16,33,17,49
36,49,28,15,30,3,1,4
44,37,21,34,49,26,3,40
47,11,24,6,35,33,15,1
29,11,40,16,13,15,42,14
47,20,28,39,7,30,23,18
40,30,42,28,35,16,6,23
48,41,2,49,40,43,31,10
18,19,38,48,5,3,35,29
44,33,17,39,1,4,29,11
6,13,31,46,49,3,28,23
12,48,47,3,30,10,9,33
29,15,20,21,4,34,10,1
21,28,17,49,2,4,25,47
25,34,43,42,19,21,23,22
23,46,48,15,13,35,5,28
48,4,36,24,42,2,47,12
19,1,30,27,8,31,9,7
34,31,17,18,1,35,9,6
35,41,20,7,2,4,32,13
31,7,47,37,49,9,33,8
27,43,1,49,29,37,36,15
18,31,42,28,15,37,17,39
12,2,40,43,37,42,10,4
8,17,48,20,21,25,32,15
15,31,35,12,2,47,7,27
23,5,36,42,35,1,26,44
20,2,49,10,41,24,43,21
46,20,48,39,45,23,14,18
47,28,35,15,3,2,17,6
27,47,12,21,30,44,20,42
25,9,30,5,15,17,48,43
23,15,42,28,38,37,16,3
46,47,37,32,29,1,4,48
46,23,33,20,43,15,25,24
18,38,21,6,36,19,45,47
36,28,33,41,26,37,27,19
29,36,23,25,6,34,13,3
32,31,6,4,9,21,35,13
24,43,4,2,38,27,41,35
33,47,2,12,10,36,11,43
35,28,15,42,39,4,27,36
3,28,18,20,26,32,14,43
47,29,17,7,20,22,38,31
41,27,28,38,16,2,5,21
4,46,41,47,48,30,8,3
18,3,45,15,48,25,46,47
4,35,42,11,2,40,48,34
20,25,35,15,8,48,45,23
25,19,20,40,1,33,37,48
22,41,17,3,40,4,19,20
2,41,21,34,33,3,20,13
49,16,12,30,18,26,15,28
15,45,17,5,26,28,41,13
22,5,38,4,31,7,37,9
15,19,47,48,37,23,41,2
28,3,31,46,35,2,27,39
1,33,8,16,21,18,42,19
37,12,36,10,29,11,39,23
28,9,36,23,40,21,20,15
14,6,1,23,9,37,28,42
38,13,3,12,1,5,28,4
29,43,22,7,40,28,12,49
15,18,3,21,39,12,13,24
12,14,36,22,34,37,3,33
16,18,14,42,27,8,20,29
12,40,27,26,28,9,21,46
6,4,33,34,12,24,11,2
24,5,7,36,25,45,15,23
41,10,26,5,42,39,34,20
12,7,35,37,16,4,43,29
35,10,23,4,2,37,38,25
36,40,30,22,14,29,37,10
23,20,27,45,5,24,40,39
2,16,19,46,41,14,48,39
22,5,15,14,13,34,19,25
35,38,49,29,37,14,33,40
33,35,24,30,3,36,2,32
5,12,21,1,10,28,22,9
45,20,15,47,36,35,9,25
38,20,13,34,25,42,22,16
47,29,30,42,11,10,3,24
38,17,32,42,16,28,41,22
20,34,30,22,11,2,46,26
23,13,29,32,3,30,49,26
34,4,11,6,1,48,22,15
34,7,18,20,10,4,43,25
39,37,44,30,18,28,6,3
45,35,27,1,23,17,4,46
9,3,31,32,29,40,35,20
9,44,38,30,7,39,17,41
45,20,9,10,32,48,24,6
28,23,39,19,42,15,2,10
47,11,7,43,12,25,39,20
38,16,29,27,20,43,6,1
14,17,15,35,11,36,29,31
30,46,1,9,6,39,36,38
34,46,4,27,39,8,47,35
49,5,4,48,29,46,2,31
8,10,42,43,39,1,18,6
34,24,28,17,20,3,48,23
20,41,13,36,19,34,44,40
24,9,11,43,34,45,8,15
44,43,31,33,17,49,3,16
11,38,16,42,13,17,19,44
16,34,7,8,49,20,46,27
3,38,41,9,30,34,12,32
46,44,29,4,6,22,19,3
10,1,7,37,42,15,23,18
22,16,14,24,45,18,3,31
48,12,8,32,49,4,40,41
36,20,46,48,29,41,26,37
26,29,28,39,45,6,20,38
18,34,10,39,6,16,8,31
22,11,7,4,47,10,28,6
21,23,36,12,2,30,41,27
37,4,12,16,27,11,19,6
27,25,21,12,10,31,41,42
34,20,7,11,21,36,5,26
42,15,13,37,24,8,38,4
21,41,45,43,36,18,40,38
1,27,8,16,39,30,35,6
39,45,47,18,12,21,32,28
1,39,36,25,22,10,49,14
47,25,22,20,4,40,46,49
36,47,25,7,12,28,19,44
48,20,12,5,34,46,24,27
1,46,48,7,23,21,6,3
14,41,36,3,19,31,40,37
18,2,34,38,9,23,5,40
4,12,1,35,45,23,5,14
19,34,21,29,36,4,39,23
12,17,26,24,41,11,45,15
30,4,28,27,33,19,12,38
2,41,4,22,33,23,37,25
18,25,16,9,19,30,1,34
33,42,30,28,44,11,3,24
34,7,31,32,10,1,41,36
21,14,10,7,30,25,41,48
49,12,11,26,42,14,27,25
1,34,5,47,16,19,25,36
16,3,7,23,45,36,17,33
16,25,2,32,27,47,46,37
7,23,39,9,30,31,26,40
21,34,28,33,48,43,3,16
21,46,39,22,42,11,18,28
1,4,13,36,27,6,32,22
21,45,27,25,30,10,44,3
9,49,28,24,30,26,41,29
28,20,5,37,45,29,32,2
6,22,3,41,2,5,34,37
31,49,2,18,34,32,5,16
5,13,46,41,3,28,9,18
7,24,41,44,32,28,45,27
34,31,38,49,13,4,26,36
36,3,21,44,15,18,40,33
38,7,26,16,41,11,14,8
42,18,24,7,29,35,3,33
13,36,31,23,47,12,42,25
35,32,31,41,10,7,22,29
29,24,46,27,3,39,21,20
7,30,6,19,49,47,16,20
45,16,41,15,23,12,36,47
8,44,47,15,41,38,36,1
28,45,13,5,25,48,4,18
1,5,17,14,20,44,21,7
47,3,40,31,19,23,29,33
2,33,47,26,3,16,38,12
20,26,39,16,48,2,5,31
48,45,32,4,49,30,22,25
37,8,47,22,18,25,1,5
18,46,19,29,36,3,30,41
43,35,36,14,33,13,45,25
29,2,11,26,48,22,8,36
22,47,33,48,36,3,39,24
35,15,1,7,28,47,45,8
37,39,10,38,9,27,19,17
12,29,21,44,35,40,25,30
27,20,5,12,8,18,10,49
44,14,37,29,24,15,31,38
35,6,10,17,32,44,42,9
10,15,43,12,3,14,34,5
7,9,2,27,38,33,15,13
33,30,16,43,36,1,28,48
6,27,15,42,31,30,37,29
48,24,16,5,29,20,15,4
21,8,17,28,48,13,44,37
12,48,32,14,33,13,41,9
43,6,18,25,39,47,33,42
48,47,46,24,40,42,49,34
47,8,26,24,25,29,28,45
10,37,4,39,49,28,19,38
17,36,41,39,12,27,25,32
36,31,11,18,10,13,17,19
42,17,25,6,27,18,22,23
36,28,49,34,16,35,19,13
4,26,15,29,27,41,45,14
25,21,41,22,31,35,30,13
48,32,6,11,25,17,16,7
8,31,47,9,19,16,41,48
30,19,20,4,23,46,41,14
14,32,23,41,22,36,42,24
42,39,9,31,7,6,12,1
14,1,32,3,5,33,39,8
12,47,40,43,1,38,22,3
14,24,3,21,8,40,48,37
34,42,7,27,46,31,11,41
48,8,11,6,21,9,7,43
48,22,46,32,30,6,9,41
36,22,23,48,47,15,38,14
23,40,25,19,2,8,49,12
20,49,30,18,42,7,25,45
3,25,17,1,18,13,40,7
44,21,15,7,43,3,40,23
49,21,1,44,32,10,6,36
13,3,12,32,2,44,36,22
25,11,6,14,48,13,10,24
31,44,22,37,46,35,9,14
13,49,43,29,23,18,4,14
7,33,25,48,45,49,43,6
15,45,21,3,49,37,8,34
35,40,18,43,20,28,3,22
41,31,38,44,46,15,35,40
14,13,36,28,25,19,37,31
47,1,41,29,44,34,13,40
35,38,31,22,7,29,21,42
28,39,45,44,12,25,32,37
19,2,49,23,45,35,38,27
18,1,20,24,41,21,8,22
4,33,7,29,25,23,48,38
18,39,34,3,41,13,24,37
1,11,33,20,5,40,37,15
26,25,5,3,46,45,48,30
5,47,8,17,20,36,43,19
45,1,41,8,26,4,44,46
48,12,3,39,34,25,49,16
20,49,11,47,27,5,45,22
3,43,44,24,45,16,22,20
33,13,4,25,16,20,31,15
42,21,44,46,23,34,28,2
34,43,35,48,42,30,2,19
49,46,8,20,9,39,11,36
5,7,46,20,29,4,6,13
23,26,1,20,36,13,33,4
43,24,33,2,20,4,21,49
48,10,37,11,44,29,47,15
34,42,33,23,18,35,13,30
34,21,7,28,31,3,11,39
35,5,17,22,34,49,32,10
20,32,44,26,30,27,49,4
38,5,47,44,39,22,32,17
31,12,11,1,4,9,10,17
48,31,6,44,26,20,8,42
5,10,30,8,39,38,3,48
30,34,47,8,35,33,2,31
43,47,12,18,14,15,31,8
33,30,23,41,28,39,43,6
39,15,49,17,48,1,5,3
16,48,27,17,8,10,9,34
36,6,3,14,25,24,16,26
35,24,42,4,47,28,34,48
20,27,24,30,26,18,23,8
17,49,32,1,7,29,26,47
22,41,11,39,31,23,26,44
45,10,20,38,41,27,37,48
23,2,24,13,6,10,43,22
