19,31
39,28
30,19
33,10
2,36
21,17
40,49
30,26
27,33
9,45
47,5
35,45
3,20
33,22
20,26
13,27
11,4
11,9
5,17
2,38
26,12
28,5
35,6
11,3
23,15
14,10
39,38
8,11
40,18
14,7
31,14
28,9
34,35
3,16
40,45
31,34
39,10
1,26
49,17
39,11
40,25
7,23
19,20
31,26
41,2
38,23
35,28
31,38
12,6
20,22
2,9
15,5
37,8
15,36
46,30
27,42
22,19
11,27
12,16
5,18
33,42
30,20
24,7
3,39
13,39
49,15
48,22
17,33
2,43
20,25
8,46
20,46
34,6
21,29
49,19
46,4
3,25
23,36
45,27
9,10
27,43
8,12
38,6
46,25
40,2
17,19
35,1
45,15
3,38
45,18
34,21
38,10
45,46
5,21
16,42
13,32
13,29
46,9
2,15
42,9
43,21
37,21
46,29
2,25
18,29
7,11
31,19
5,28
40,49
3,17
49,27
22,14
30,18
44,15
39,26
46,40
36,14
6,21
30,27
12,4
22,28
40,34
37,1
12,47
22,10
40,17
3,44
26,42
13,24
16,43
37,25
25,46
12,18
27,34
48,23
20,43
22,9
23,45
36,25
15,19
9,39
4,37
28,2
12,27
43,28
40,15
42,22
10,45
25,38
36,45
24,39
20,40
11,12
36,3
30,42
47,24
10,44
13,18
25,7
41,25
26,9
5,1
19,9
22,20
29,6
19,21
7,5
4,3
46,16
39,23
24,23
33,31
47,45
18,46
14,6
8,28
9,47
12,4
7,8
27,3
11,47
12,3
49,8
36,49
45,6
21,20
3,6
2,32
12,34
24,42
34,13
19,11
16,39
21,37
12,10
35,7
14,8
31,25
47,15
38,13
16,33
18,45
29,33
45,39
33,42
10,44
33,11
3,20
10,30
36,19
19,45
31,1
23,48
43,15
2,3
26,20
7,11
33,49
3,15
6,12
6,41
1,36
15,12
13,42
8,47
34,33
49,30
47,49
11,45
36,5
36,13
18,34
15,41
2,28
2,9
20,24
23,29
45,2
10,34
26,28
6,24
22,33
36,16
44,27
41,31
2,22
24,21
28,21
6,16
27,3
46,12
38,37
31,14
13,4
17,37
43,49
16,48
41,45
25,19
42,26
36,40
34,19
45,21
45,42
37,29
44,48
10,12
18,27
12,3
23,13
21,32
25,44
29,38
45,36
9,34
26,30
13,6
39,44
12,17
29,14
34,45
14,31
11,39
23,35
43,29
39,15
11,18
31,8
44,33
24,28
48,5
45,17
49,30
25,28
45,22
32,11
47,20
31,48
4,22
42,39
1,47
45,14
25,15
16,44
11,49
26,14
43,26
27,25
34,41
12,18
35,27
46,34
10,19
36,6
7,11
41,33
18,48
28,29
12,3
31,10
31,25
15,1
49,29
35,31
44,14
30,19
17,26
22,29
15,47
8,19
7,46
10,27
49,28
26,17
28,8
4,29
3,21
8,5
13,40
9,2
13,20
29,1
30,49
26,23
34,41
4,36
8,2
21,8
4,37
34,28
37,4
33,38
7,45
26,18
36,38
41,10
36,20
1,46
29,22
37,25
17,42
12,15
41,40
38,26
31,37
27,13
26,25
21,26
16,30
21,30
1,15
40,34
30,18
18,49
42,1
47,36
19,43
10,8
28,3
40,24
13,9
33,6
19,6
19,20
28,44
28,29
20,21
13,38
21,28
41,9
13,36
47,40
6,24
41,12
35,4
10,47
17,46
13,29
27,17
41,45
36,3
13,17
1,19
30,13
31,7
43,41
27,17
34,33
38,43
7,27
10,36
47,43
34,19
29,40
42,11
15,11
47,13
21,1
45,48
40,2
34,28
24,22
32,46
14,45
39,15
26,10
24,36
7,16
17,34
48,18
42,24
31,37
17,49
31,19
2,49
12,47
6,10
8,9
15,25
28,12
13,25
25,3
34,13
18,34
17,28
43,45
24,29
42,41
34,35
44,24
20,3
17,49
10,11
1,11
47,37
4,42
48,39
35,45
3,46
40,46
1,9
27,14
45,43
31,34
25,13
34,21
49,17
15,32
25,13
39,1
22,5
32,48
44,23
5,19
4,18
12,5
39,28
48,44
35,48
28,34
5,29
42,7
8,49
10,14
47,27
29,8
19,5
39,29
46,40
45,43
5,7
17,4
34,12
20,10
2,25
22,28
9,48
1,8
27,38
9,11
29,32
32,34
5,23
8,2
9,48
16,48
3,29
44,26
26,1
45,6
28,16
28,4
49,13
42,31
6,17
41,34
31,14
7,20
40,35
2,22
11,14
19,45
36,23
16,8
31,2
20,45
9,17
32,27
38,46
13,14
4,36
9,5
15,23
33,35
39,9
17,48
43,13
44,17
23,1
10,8
8,25
46,2
27,38
43,36
46,45
48,36
28,3
34,48
22,5
18,37
6,19
14,15
31,20
4,14
49,35
43,33
24,13
13,9
3,31
23,25
19,21
33,10
41,3
28,45
38,31
32,29
48,10
47,29
30,8
25,46
3,35
34,4
13,14
14,16
28,25
28,20
14,26
12,17
15,9
6,41
46,34
15,29
19,18
14,1
10,49
10,29
30,41
14,4
16,21
42,31
39,20
41,30
15,18
44,2
37,15
14,42
44,17
7,38
10,39
25,22
7,6
16,33
6,44
16,39
43,36
31,33
24,23
18,43
8,12
8,3
35,37
25,45
40,21
44,39
39,9
10,49
39,40
31,24
43,10
24,28
47,13
36,18
32,19
17,12
36,40
21,32
22,25
33,31
42,32
38,23
28,1
23,13
29,38
9,4
27,43
33,41
37,11
5,47
23,40
3,40
28,27
24,30
19,29
11,49
42,27
32,18
36,48
24,23
44,5
23,13
31,41
49,19
20,26
24,8
46,47
32,49
1,22
26,3
32,19
22,34
38,25
2,24
44,26
44,10
30,38
10,23
26,32
2,45
27,9
29,39
14,7
10,35
5,26
7,9
47,38
12,22
27,25
35,32
1,12
37,3
44,47
45,9
49,10
27,45
29,44
42,3
47,8
35,11
40,1
3,46
48,34
11,39
43,40
25,7
28,44
30,17
31,3
15,2
37,6
2,17
37,22
7,48
26,10
32,46
46,48
28,5
29,21
9,3
29,23
15,29
30,46
27,37
20,22
47,33
2,4
27,36
26,25
35,15
10,7
27,10
19,2
19,7
49,18
8,21
5,38
32,11
12,8
15,26
15,28
20,42
14,20
15,34
46,16
17,28
22,4
7,33
46,45
19,26
45,17
3,27
13,1
14,30
8,35
8,16
12,41
29,49
14,8
2,19
19,42
13,11
16,29
31,12
38,22
8,21
28,29
11,15
44,36
17,48
25,32
1,9
48,43
26,30
10,12
33,11
14,1
8,25
42,21
39,14
42,20
29,3
26,6
11,13
38,31
35,41
27,25
32,26
15,2
30,28
9,18
16,37
3,43
41,35
14,15
18,41
15,9
22,32
16,21
49,9
33,28
48,43
32,26
36,19
41,6
43,40
44,21
34,31
27,44
4,23
33,14
26,22
2,46
41,37
2,43
14,15
10,6
17,49
19,17
38,19
18,2
41,35
23,44
28,26
42,40
43,22
11,3
6,23
31,9
42,29
24,38
4,19
40,3
36,10
14,9
23,29
12,3
2,44
29,10
12,42
7,26
39,8
26,40
30,5
17,32
12,38
22,2
27,33
17,16
29,11
39,3
23,26
45,32
3,16
19,44
38,10
17,41
45,36
27,37
3,11
38,7
