30,3,32,45
20,19,18,7
16,36,32,15
37,36,25,17
15,24,4,22
11,5,16,6
31,44,8,35
39,15,49,28
45,26,1,10
36,38,47,45
21,9,24,1
13,47,10,38
10,44,49,19
8,48,4,45
16,36,3,34
22,15,17,26
25,29,6,4
43,21,3,10
11,34,17,29
23,15,28,31
15,10,6,46
5,6,34,42
4,7,42,18
14,33,18,40
30,27,12,45
4,27,39,7
14,8,3,22
30,26,17,6
44,40,29,20
26,3,34,30
18,10,25,32
29,21,11,27
18,12,26,48
40,6,46,24
10,20,13,6
44,16,42,10
32,15,44,34
43,23,26,13
7,41,46,21
5,44,20,22
28,13,3,27
43,41,30,32
17,13,35,45
6,38,29,16
38,22,44,49
24,15,34,22
21,43,24,17
48,8,46,13
44,22,8,18
32,15,41,16
36,26,48,30
34,14,9,23
9,11,40,33
22,19,2,1
39,19,22,24
48,38,42,33
38,28,29,8
10,31,30,22
40,9,42,1
26,37,30,35
35,37,46,7
12,32,14,21
30,27,16,36
4,6,41,9
43,1,39,4
2,18,35,3
4,17,19,43
13,43,25,8
48,21,42,41
45,8,35,3
14,23,2,15
38,35,1,36
45,12,47,40
14,31,11,17
4,35,48,33
8,37,44,10
48,33,42,40
3,16,8,17
26,23,7,21
11,48,4,36
32,28,3,44
30,17,38,40
25,37,15,19
8,26,40,13
18,41,33,6
1,13,14,11
35,38,31,48
15,39,35,34
4,21,17,14
33,13,3,22
15,43,31,18
11,24,14,23
1,43,5,15
23,3,34,11
43,15,46,36
35,17,39,36
39,43,23,33
1,49,46,11
20,47,29,19
23,47,46,20
29,13,40,35
22,18,35,40
18,15,40,29
28,43,17,10
11,21,49,43
37,29,16,4
45,4,37,5
37,35,22,17
8,45,24,44
7,5,33,23
47,11,26,43
12,33,44,26
30,49,15,1
20,47,49,32
49,41,44,5
39,15,40,23
32,4,45,24
37,2,5,12
49,44,41,1
18,1,27,5
12,11,35,25
18,19,31,38
17,28,15,47
10,43,27,25
12,23,18,38
25,30,13,43
16,22,44,41
28,12,23,43
46,37,42,2
29,1,44,23
13,30,34,45
27,20,33,7
18,40,31,45
10,8,21,4
47,17,42,14
7,13,43,42
21,8,12,26
34,8,38,32
6,23,9,42
18,2,35,49
11,20,14,6
39,2,11,25
49,45,5,10
18,16,39,12
48,22,36,24
24,48,36,28
30,11,6,24
11,45,25,22
40,36,35,3
24,16,23,30
21,10,18,39
44,1,13,7
14,26,30,45
47,42,43,41
41,12,31,36
19,38,12,2
15,37,41,5
30,33,48,25
37,17,10,19
12,29,28,48
3,41,44,36
26,31,36,13
49,22,46,12
39,38,45,11
44,48,11,3
20,7,14,34
23,42,16,41
3,40,30,33
22,5,43,31
45,33,36,20
10,21,17,30
5,35,21,1
21,42,43,39
21,8,2,45
12,16,8,28
21,5,34,2
7,45,8,13
21,46,23,32
20,19,18,47
20,42,45,15
21,12,31,6
4,14,35,7
5,8,34,49
34,23,7,12
17,24,33,19
22,28,47,19
26,36,38,25
25,17,10,49
3,1,13,40
14,49,20,5
48,28,13,36
41,11,2,20
38,32,10,24
22,34,1,44
48,16,38,32
7,23,42,22
8,49,22,36
4,21,25,17
23,12,46,4
49,37,45,35
27,37,26,9
17,36,20,1
28,30,40,6
38,33,12,16
45,38,6,23
41,29,24,13
2,3,11,37
28,38,8,39
7,27,15,16
21,45,19,18
47,5,43,32
20,39,19,3
13,16,25,37
16,46,15,23
45,42,32,7
36,19,35,47
19,43,48,2
27,38,49,47
4,24,43,10
33,46,22,25
25,24,10,22
45,8,26,12
36,14,29,35
15,20,6,47
34,46,13,17
24,43,5,20
2,19,21,30
39,10,25,20
38,18,21,47
20,37,31,3
3,42,49,20
10,7,31,3
16,21,33,2
13,37,23,41
43,1,22,45
44,8,37,42
24,12,11,37
20,3,9,1
1,33,24,17
25,18,41,3
13,27,29,4
40,41,20,11
1,48,45,7
21,26,6,11
22,18,36,44
14,27,41,22
1,12,15,3
23,45,22,24
11,28,44,33
43,42,49,48
25,19,37,10
10,14,35,12
47,12,21,48
25,45,40,46
48,11,33,18
49,13,26,37
45,41,18,48
10,38,39,27
43,37,33,7
36,25,10,21
20,30,2,36
3,30,40,44
14,33,16,18
17,33,46,6
1,43,47,39
48,41,30,11
37,3,4,11
41,39,33,9
1,34,19,29
34,39,19,4
38,5,41,12
32,36,4,1
25,36,5,21
29,6,45,13
11,1,27,10
44,22,33,23
43,49,9,3
21,2,38,4
17,34,16,5
10,2,38,31
12,30,23,49
27,1,25,31
23,17,34,10
33,38,21,28
2,32,5,15
21,32,41,25
14,42,8,22
49,41,43,21
36,24,44,32
21,28,38,36
2,45,10,7
16,25,5,9
1,16,49,24
16,23,6,37
13,25,7,11
1,3,38,14
39,32,9,19
47,1,18,10
5,48,22,16
43,23,10,3
11,15,28,49
42,12,30,3
6,40,33,4
41,36,39,13
10,12,41,13
44,32,11,1
21,43,7,48
31,7,36,49
38,7,2,21
38,15,24,26
15,46,45,32
16,24,29,7
22,38,18,14
28,11,49,24
15,35,31,5
40,1,19,41
30,40,41,2
36,10,27,49
7,26,34,1
45,16,47,39
35,36,15,38
13,29,10,26
6,1,41,15
16,45,17,14
10,26,18,34
41,2,45,12
36,17,33,12
1,9,3,25
34,7,32,11
21,19,1,36
6,35,48,37
47,31,22,8
4,31,10,47
30,20,35,27
19,5,32,12
1,34,16,33
39,1,28,44
29,16,19,24
30,40,1,12
41,35,45,33
45,14,11,27
34,30,44,31
16,1,48,13
37,11,12,6
16,18,5,33
28,25,17,11
7,13,22,21
4,44,7,30
36,9,2,34
37,13,47,16
1,41,47,8
43,26,30,2
11,44,6,4
45,33,20,22
29,42,20,47
32,23,13,15
15,22,46,13
27,2,38,42
25,9,46,36
