5,24,22,30,41,38
28,3,47,20,13,4
47,14,17,19,15,21
37,15,39,28,27,38
47,41,16,28,32,30
5,21,46,6,37,2
45,25,29,5,16,33
45,47,24,15,34,39
32,31,39,37,42,10
26,33,24,10,6,28
30,37,14,40,35,22
6,24,44,18,40,32
35,41,8,47,16,45
34,19,38,21,26,24
22,6,4,42,2,32
32,29,27,47,3,41
2,17,28,49,8,48
2,29,35,45,22,44
23,49,9,37,28,5
27,17,1,31,14,30
34,5,14,23,15,32
34,40,41,46,23,42
33,21,34,46,35,4
42,44,13,26,18,8
8,4,34,40,10,47
14,31,9,41,21,20
16,21,36,4,1,44
18,46,19,7,40,38
8,22,10,21,40,33
23,13,40,10,29,33
15,14,21,37,12,47
32,29,14,17,15,27
23,17,12,38,7,28
39,12,38,19,45,34
21,46,10,13,29,36
17,12,49,7,45,26
45,6,2,34,27,3
37,43,24,2,12,9
24,4,10,26,27,6
41,21,30,35,9,42
5,37,34,32,48,25
48,25,41,38,46,11
40,44,13,10,29,6
45,37,29,38,22,12
23,28,44,45,21,41
10,39,21,31,42,34
34,15,16,32,6,5
31,38,8,2,33,10
19,16,33,7,31,11
14,38,35,12,37,26
2,3,22,11,33,9
34,23,15,39,49,40
13,28,16,31,46,39
37,19,13,39,24,34
44,36,25,18,16,8
6,24,47,16,2,49
33,6,47,46,45,32
40,11,17,33,39,8
42,28,43,11,45,26
4,40,27,13,32,47
38,49,10,20,22,30
21,26,25,11,47,15
32,11,47,25,33,41
18,5,21,32,14,46
40,24,32,10,23,16
17,2,29,3,4,39
39,28,45,42,36,40
12,11,44,3,2,13
7,40,5,23,22,17
19,18,13,34,14,8
20,21,11,31,36,7
35,3,4,29,12,45
9,25,7,15,36,41
46,10,14,24,33,22
17,38,5,48,4,11
25,36,41,2,5,28
2,34,49,1,8,3
48,24,4,15,13,19
48,49,44,6,7,1
38,27,24,9,36,13
16,37,36,27,45,47
23,48,30,4,14,2
16,13,42,3,23,1
36,7,22,26,15,17
6,14,33,30,29,5
18,25,5,22,48,29
43,42,34,31,16,44
27,25,24,26,33,1
37,22,40,10,12,23
46,2,37,7,12,24
39,2,11,5,48,20
8,49,47,16,43,18
49,28,11,31,39,45
48,31,5,11,16,44
18,17,42,26,29,32
16,35,18,17,46,22
30,37,12,21,13,42
13,19,31,44,25,14
40,22,27,21,11,1
16,48,30,10,14,28
37,36,11,33,35,8
27,15,33,43,35,13
2,6,19,42,13,33
21,11,27,17,24,35
37,4,40,10,18,31
36,18,9,12,43,25
14,47,27,29,49,10
4,16,1,19,25,24
28,19,2,44,47,31
47,17,31,46,22,2
24,2,16,27,35,29
38,21,22,10,48,46
30,2,5,49,34,45
41,13,49,48,18,24
41,36,49,42,22,32
19,14,46,48,7,5
15,43,44,27,17,33
15,10,21,13,34,28
1,5,41,18,17,16
37,21,6,38,28,26
35,39,9,12,5,27
31,37,44,15,5,13
35,18,14,30,48,24
42,31,15,35,1,38
49,3,11,10,9,48
36,35,44,30,33,46
48,42,36,33,15,16
1,13,30,32,27,12
40,4,33,25,41,44
20,7,43,45,33,31
14,25,21,37,22,36
38,28,45,44,1,11
42,20,2,26,25,23
30,14,2,33,16,9
33,39,16,5,28,29
14,47,27,28,29,31
44,30,33,5,41,39
46,4,39,28,25,15
49,1,9,32,7,24
13,12,19,35,43,31
12,49,47,33,17,10
31,9,3,38,36,29
17,32,38,46,15,21
48,37,49,20,29,2
38,19,49,36,20,46
29,25,12,11,16,33
35,44,14,46,16,36
9,2,35,5,4,19
44,45,30,32,26,31
19,31,15,6,42,35
30,13,14,17,46,7
46,13,21,41,7,16
26,19,18,7,31,46
11,46,31,49,25,3
40,1,42,35,47,5
22,18,45,15,33,25
13,43,7,2,20,5
4,33,38,42,25,46
20,35,4,36,32,39
23,11,46,27,16,34
42,35,14,18,43,44
8,18,24,30,29,43
8,5,41,35,12,45
14,9,44,8,35,28
4,46,5,41,12,34
34,14,36,12,22,28
34,38,29,9,17,4
47,16,28,4,41,46
15,34,11,26,45,1
32,15,3,38,17,45
10,39,1,6,47,41
37,45,13,30,15,6
17,32,29,40,9,4
11,10,15,13,29,45
7,33,39,26,1,44
20,29,46,31,18,24
5,44,6,47,30,26
15,38,25,16,30,35
29,45,13,18,42,22
37,22,33,46,16,24
15,28,26,30,1,43
46,10,37,21,27,4
16,31,42,9,48,13
44,39,34,20,6,47
20,9,25,11,41,17
35,37,42,49,26,28
21,49,18,29,32,11
2,14,9,25,35,28
19,38,40,13,45,25
32,10,35,31,7,44
1,44,26,34,32,13
17,15,35,48,24,47
11,22,24,37,35,40
44,47,48,25,42,23
5,12,7,25,35,16
3,23,39,47,11,17
28,13,47,6,45,18
19,21,2,20,30,3
15,27,2,9,42,40
9,35,16,19,36,13
31,7,8,14,38,30
16,35,14,18,46,37
25,48,49,40,11,18
17,35,2,39,29,28
15,2,38,49,28,36
3,45,18,24,28,39
7,38,28,29,32,31
3,45,40,42,10,1
28,42,32,15,27,26
15,43,21,16,7,36
7,12,49,23,31,32
40,4,13,12,10,47
13,5,25,43,21,30
49,31,42,10,40,33
42,35,32,7,31,33
5,13,23,26,42,30
29,7,49,11,40,5
43,48,22,16,5,44
31,39,11,22,16,49
25,2,30,22,16,27
45,6,43,20,44,5
7,46,22,21,36,41
36,32,14,49,5,39
31,32,33,29,12,20
3,18,17,31,10,34
23,37,25,19,6,34
15,32,16,7,40,34
29,38,37,20,48,26
41,1,40,8,24,23
21,3,6,32,23,41
3,44,37,32,34,49
27,16,43,22,45,38
47,42,35,32,14,24
29,32,9,38,6,5
39,44,15,4,46,6
24,47,11,5,2,29
16,24,8,15,26,47
21,20,25,15,1,43
35,48,11,46,10,36
41,38,39,26,23,9
24,33,30,13,39,16
36,8,44,6,45,5
24,44,6,19,5,30
23,10,41,22,49,18
46,13,37,40,18,21
49,10,7,25,11,41
27,14,30,28,9,49
1,14,48,22,23,19
18,48,44,14,16,4
8,20,23,49,1,7
7,43,49,11,9,39
4,7,2,35,42,38
35,32,14,39,41,47
21,33,9,40,26,4
25,36,7,10,1,30
45,33,35,13,14,16
2,1,8,45,41,42
9,36,17,20,25,10
12,5,39,42,17,9
13,18,21,39,44,16
10,9,14,21,46,15
5,8,44,49,38,28
47,41,16,28,5,36
31,40,22,26,34,23
35,16,2,6,43,8
9,21,32,30,6,44
33,9,37,7,29,14
20,33,6,10,17,45
5,19,7,44,27,47
3,34,17,22,9,36
16,40,28,5,14,3
44,49,15,14,16,48
34,28,8,36,11,25
11,8,12,17,16,41
16,36,22,11,21,17
37,27,33,49,22,15
32,28,22,40,1,9
33,8,11,47,45,39
38,18,25,4,44,29
8,28,13,5,6,23
14,46,23,26,34,29
29,32,25,27,19,24
13,44,45,34,1,8
4,27,25,15,3,31
31,22,9,14,4,19
5,11,3,15,12,18
49,4,24,48,21,45
18,33,32,43,22,27
4,13,23,14,6,36
10,14,12,33,47,44
20,48,30,40,25,1
43,4,1,38,6,28
32,8,10,17,43,15
39,41,11,4,24,37
2,18,6,11,3,22
41,20,46,35,23,13
13,49,6,40,33,21
18,43,25,44,29,19
27,11,16,40,13,37
5,16,32,30,37,24
27,30,46,28,16,9
35,27,47,42,30,49
7,14,47,31,40,4
29,37,4,38,33,20
46,11,25,22,41,30
16,7,48,46,1,4
31,38,6,8,43,34
42,8,3,47,40,4
36,3,37,39,35,44
10,49,26,30,34,38
33,46,30,27,39,28
35,1,31,19,18,11
32,44,14,37,12,49
19,25,7,42,32,23
2,16,32,39,34,27
49,12,18,25,10,47
22,40,36,30,28,12
21,42,29,48,2,3
46,10,20,7,48,29
41,32,46,21,10,47
27,45,10,23,46,7
38,42,2,22,26,17
23,3,11,35,17,43
4,44,35,28,39,15
42,14,44,47,18,25
3,9,16,38,29,19
11,43,21,4,36,8
43,34,32,42,1,44
48,6,12,42,47,32
40,21,9,46,35,42
15,48,42,34,26,23
23,20,36,22,33,17
13,16,29,11,22,39
34,18,11,4,16,24
21,29,2,45,5,49
23,45,47,13,40,35
3,13,15,31,44,36
9,6,4,16,20,46
38,13,37,46,17,41
10,34,2,17,9,29
4,31,3,24,16,29
19,5,45,28,44,27
10,36,23,6,33,47
10,6,44,49,36,24
20,2,47,15,42,10
9,4,26,30,40,28
40,4,39,22,26,32
25,15,39,3,19,20
5,35,28,46,8,44
49,23,10,37,43,33
32,48,10,47,19,33
31,39,1,47,15,17
17,49,14,40,35,41
6,35,45,33,20,39
31,21,13,2,33,16
28,35,43,23,24,42
21,1,40,13,18,45
34,47,39,8,14,38
23,9,40,26,19,10
1,17,10,41,42,27
14,9,24,36,27,41
25,44,13,1,9,11
41,35,23,28,29,32
20,16,42,26,49,47
14,19,40,17,38,11
44,15,16,9,26,37
18,4,6,21,45,31
29,42,40,3,38,22
31,48,18,7,20,11
43,28,46,47,2,39
46,4,15,13,49,26
43,4,38,21,22,44
3,1,23,37,34,32
46,25,40,5,31,44
36,40,46,20,33,24
9,5,33,35,25,13
36,44,34,12,26,33
25,8,41,49,48,18
22,6,41,10,46,19
2,7,15,45,43,44
37,31,35,14,30,16
48,34,45,7,2,5
25,36,30,7,13,1
6,3,43,1,27,35
43,31,49,35,4,32
21,28,35,8,16,41
30,16,13,32,26,39
44,23,47,29,34,15
25,4,18,45,23,22
16,32,14,29,10,44
28,15,23,4,24,13
1,20,18,21,6,41
18,7,38,42,30,15
27,45,12,8,47,15
24,23,19,22,34,45
31,3,43,10,17,29
44,1,21,27,39,18
26,46,38,35,40,6
12,29,17,1,25,11
43,1,16,37,14,4
1,45,4,34,36,39
20,24,16,32,17,11
7,26,45,38,14,28
31,41,49,39,15,24
42,34,46,45,39,29
23,36,11,40,39,31
24,30,49,45,46,25
19,1,49,7,37,32
44,1,36,33,8,40
4,43,46,12,21,6
45,41,15,13,12,49
46,41,27,43,37,22
10,25,31,33,34,8
1,43,2,39,5,24
10,35,26,16,34,25
44,13,2,48,30,27
41,13,39,1,31,42
24,34,15,4,45,8
24,14,18,2,27,6
3,30,32,6,8,36
10,8,14,26,24,13
7,18,13,23,45,9
7,44,41,43,11,47
24,20,49,45,33,42
5,6,28,38,17,14
1,12,48,32,9,13
12,20,7,49,47,25
36,46,44,42,25,3
2,11,15,34,40,46
49,48,13,44,5,40
4,46,44,33,29,6
28,37,43,41,47,1
21,1,28,14,23,45
31,5,17,29,45,43
33,20,10,17,49,35
8,49,15,17,33,35
44,30,22,3,7,48
44,13,14,27,41,33
8,43,25,40,20,44
34,15,26,27,37,8
39,47,48,5,4,26
20,46,26,47,23,45
44,4,47,26,20,1
49,2,12,24,20,42
48,2,45,43,35,10
14,10,43,47,49,8
20,45,22,13,6,16
45,24,34,19,44,33
44,14,33,41,3,22
6,42,10,35,29,3
3,38,7,12,5,34
10,35,47,14,7,32
26,47,7,4,39,41
40,11,49,44,29,17
3,1,11,46,20,21
39,38,5,36,43,45
5,18,37,7,19,42
29,15,36,47,20,27
34,39,24,31,20,48
6,39,4,35,1,32
22,2,40,5,24,43
40,49,37,22,38,45
42,27,48,1,24,32
23,19,24,49,7,42
15,34,13,26,35,7
18,3,43,20,6,48
17,5,29,35,3,21
25,30,6,41,8,28
4,31,40,20,7,41
32,47,35,29,36,26
42,17,11,10,9,7
35,5,1,16,15,24
34,41,39,5,9,25
44,12,35,6,36,23
27,4,15,6,32,47
14,6,40,2,29,42
17,29,15,2,13,5
45,48,17,20,32,10
35,23,40,16,13,30
49,19,3,29,30,47
31,4,7,44,23,33
4,18,13,27,28,14
1,33,25,10,26,48
2,1,34,17,21,27
14,25,49,19,22,12
47,11,14,3,2,16
44,33,23,16,11,41
16,43,30,37,2,38
33,17,18,37,23,9
8,13,33,19,37,3
4,14,45,44,6,18
8,44,34,43,28,27
11,25,42,40,37,22
26,44,27,29,47,30
46,23,40,37,15,49
23,43,33,29,12,10
46,40,38,49,22,11
18,1,41,37,32,21
4,41,32,45,22,18
16,31,19,18,6,17
17,29,36,47,10,49
8,46,34,15,41,1
44,29,6,8,3,1
8,40,30,18,23,16
17,37,35,47,18,13
25,19,22,2,6,5
2,46,49,8,42,23
42,36,43,37,25,40
31,24,45,29,14,18
27,15,35,24,23,36
30,17,32,14,7,19
47,6,20,8,39,3
10,42,8,24,37,4
29,19,22,37,16,44
21,2,28,17,36,1
28,16,49,36,14,11
1,37,32,48,14,4
24,5,46,44,48,17
19,41,10,23,26,7
32,1,6,45,4,31
40,45,46,47,12,23
7,15,33,31,24,25
35,40,45,31,29,33
17,40,36,38,43,48
25,21,17,29,20,31
33,15,8,7,21,6
2,17,39,23,6,15
35,13,10,37,22,34
29,17,14,36,4,13
22,27,5,34,26,24
28,29,48,36,4,22
20,5,41,24,33,34
24,39,23,5,25,32
20,15,21,25,45,49
36,21,43,11,29,26
37,8,3,24,44,20
45,8,47,35,15,24
25,14,33,7,13,24
29,48,44,42,15,8
41,30,12,29,20,15
40,23,35,10,27,22
15,9,26,21,1,31
30,27,4,31,5,26
46,43,10,28,25,39
49,8,33,7,3,15
3,45,6,37,26,5
27,28,41,6,33,30
31,49,11,13,36,27
12,28,41,27,33,21
32,44,9,16,37,23
17,12,3,16,42,15
16,31,32,13,41,14
41,22,25,49,26,32
8,45,36,37,32,9
46,19,27,45,43,21
10,8,17,7,2,38
1,44,30,27,35,49
