3,44,48,13,32
34,21,46,26,39
10,4,27,34,3
15,3,45,40,9
15,21,45,37,22
10,17,24,35,14
18,25,8,31,6
43,36,6,28,31
7,32,4,37,49
8,7,16,41,49
26,2,20,48,42
22,34,24,29,27
42,40,36,7,48
44,6,15,7,49
30,29,22,24,37
43,23,10,5,20
19,33,28,13,38
45,47,7,19,18
21,40,22,17,9
6,29,11,13,48
48,3,31,30,21
14,34,36,1,8
13,41,35,32,21
3,24,38,5,20
41,20,14,44,2
35,29,17,6,8
13,43,8,16,2
33,2,30,31,46
33,29,35,32,17
28,30,43,32,45
37,25,45,24,40
28,12,49,26,40
45,33,26,6,35
12,38,37,16,18
39,9,26,33,46
15,24,17,23,29
35,1,40,10,39
27,23,43,32,16
27,8,36,35,49
22,2,13,35,34
35,28,43,26,48
4,49,1,2,33
24,25,3,39,6
5,24,11,2,44
19,12,46,27,4
14,17,10,38,18
49,2,9,8,20
23,20,6,46,29
7,45,27,11,39
41,47,30,45,5
31,42,16,36,10
1,46,17,44,43
23,45,33,35,49
44,25,11,19,32
20,9,32,36,28
26,7,8,15,6
11,33,19,18,31
15,18,17,11,13
41,27,3,28,1
33,6,43,9,40
29,32,15,43,44
27,40,14,22,6
29,12,30,10,27
19,37,45,47,43
46,35,36,11,43
32,21,38,4,34
48,7,30,31,36
47,42,37,20,17
25,11,20,32,43
36,17,28,24,33
38,5,13,7,27
41,12,47,31,1
47,45,6,32,46
25,40,32,35,41
22,40,5,28,45
11,38,15,9,10
8,43,23,28,7
46,35,27,7,13
4,22,48,34,49
21,46,23,18,42
42,5,9,17,22
36,47,7,28,30
45,40,37,23,14
8,10,36,49,43
8,34,28,43,35
13,24,43,30,31
41,22,6,43,40
19,4,40,44,45
21,42,36,35,34
17,4,9,19,13
4,39,11,48,45
2,13,29,4,11
29,41,42,38,46
23,28,1,27,46
38,25,19,35,30
43,30,14,22,18
37,25,9,22,4
24,22,40,35,29
24,31,44,6,28
48,12,2,41,6
24,38,11,8,19
49,36,26,42,35
24,19,48,4,14
15,30,47,27,36
40,46,28,32,31
18,3,39,34,26
30,19,40,33,8
14,33,11,23,36
27,45,25,39,20
12,11,47,26,20
10,11,19,41,40
20,10,38,34,7
48,33,16,30,27
3,7,19,11,25
5,21,10,37,17
23,38,39,14,34
47,49,44,25,40
35,5,18,13,20
25,6,33,10,26
29,14,28,32,19
24,33,44,35,36
13,15,31,4,39
7,34,32,30,6
36,37,19,47,8
39,48,19,22,43
