49,43,6,12,32,17,26,39
34,27,45,47,33,38,12,7
6,32,38,33,46,12,3,7
45,26,46,39,38,10,27,28
24,34,47,7,21,43,35,30
19,47,43,5,36,16,33,44
3,32,30,16,47,14,10,15
33,23,40,42,7,45,10,39
13,25,4,2,46,48,31,19
28,7,43,39,15,36,9,31
37,17,23,2,10,45,34,18
32,20,2,23,38,13,22,42
28,20,5,49,18,8,23,12
22,26,23,2,28,12,25,31
29,36,13,6,23,33,11,32
12,36,48,25,4,39,7,28
43,9,19,11,45,17,13,23
4,22,45,27,19,48,16,32
17,14,34,41,30,10,1,40
8,42,16,10,17,47,12,37
34,4,3,14,23,35,26,41
43,14,27,40,49,10,28,11
30,4,13,49,48,10,20,34
3,40,4,1,18,17,29,9
7,48,46,37,5,44,25,19
27,21,17,15,13,12,43,42
15,4,40,24,13,2,1,32
44,19,2,45,26,6,42,27
4,6,5,14,20,30,31,32
39,11,8,37,36,16,20,46
13,3,31,38,46,37,30,48
9,20,11,8,4,37,36,33
40,44,16,47,25,32,23,26
14,4,10,11,2,40,17,38
37,49,17,29,42,34,3,24
27,31,39,29,6,17,15,24
12,45,49,34,41,24,28,14
42,12,34,33,19,30,23,41
7,9,41,13,2,32,35,30
16,15,7,36,6,39,29,32
24,32,5,21,46,15,3,38
1,35,16,43,25,24,36,2
8,35,40,28,36,47,24,2
49,26,3,31,20,15,23,5
45,41,11,23,22,37,6,30
7,43,19,16,1,41,21,4
9,17,37,23,47,45,1,48
43,25,42,34,17,46,8,47
11,34,40,48,20,24,42,38
1,14,21,8,33,12,5,45
17,24,26,39,25,5,40,7
20,17,4,21,22,28,34,45
20,4,21,46,41,38,32,7
44,40,21,18,23,31,20,38
19,11,26,15,40,47,29,46
49,48,27,24,23,10,2,41
41,43,13,34,9,24,18,27
38,47,39,7,37,17,23,24
27,44,23,3,22,16,4,43
47,42,16,18,11,15,27,32
11,34,42,20,26,32,29,47
36,34,11,28,40,33,47,23
48,5,23,35,30,29,42,21
6,14,12,8,35,30,26,42
27,17,36,2,14,12,9,13
23,15,46,2,29,38,6,33
13,4,2,23,31,1,19,40
46,41,4,29,30,33,24,40
48,49,47,12,18,5,25,20
19,17,4,16,46,13,49,22
39,47,33,17,48,28,1,30
16,33,47,10,27,20,15,39
14,41,37,9,33,25,12,7
17,39,7,11,47,31,15,33
25,31,8,26,20,9,12,30
11,3,49,6,20,42,37,29
3,42,19,27,20,2,25,22
39,8,35,49,11,30,18,43
16,2,5,45,19,25,32,15
6,10,23,39,46,7,45,26
7,23,32,22,24,11,21,47
43,41,22,49,5,14,45,42
21,16,13,3,17,30,4,44
12,41,43,25,24,32,33,40
41,7,21,34,42,30,13,32
35,44,29,14,6,33,37,47
39,31,4,46,45,27,18,32
20,15,46,9,21,11,30,6
41,24,13,7,40,20,42,15
1,8,11,25,2,48,30,17
9,13,11,10,1,39,4,17
31,21,36,17,13,8,28,14
44,15,27,24,12,40,30,4
48,42,12,27,19,41,9,8
13,24,46,10,47,38,42,8
2,31,13,5,37,25,45,34
23,14,12,44,35,11,9,38
40,42,41,37,12,18,9,39
36,17,22,14,13,43,38,20
39,16,4,24,14,38,17,18
3,14,49,1,30,26,20,29
34,18,39,10,46,38,37,3
13,8,12,1,23,40,17,30
13,3,29,7,45,25,24,8
11,7,28,14,38,8,36,16
34,11,44,27,24,18,16,47
22,34,6,47,41,29,3,15
48,11,35,2,26,1,33,7
23,1,39,19,15,44,36,13
24,28,7,22,30,11,5,17
44,23,10,32,28,29,43,19
23,33,39,15,40,16,22,37
16,45,48,7,40,36,11,37
16,5,10,1,42,45,46,22
8,29,32,45,44,5,1,43
21,5,17,23,29,42,12,4
32,40,49,25,17,8,38,28
20,43,47,33,26,34,41,40
40,46,24,5,6,38,25,22
26,4,38,5,7,14,11,20
22,14,11,4,43,41,42,47
28,38,27,2,43,20,14,9
18,9,25,41,23,20,21,14
41,2,10,49,18,37,8,3
9,12,33,17,47,45,32,31
10,49,42,20,4,12,28,26
18,36,24,43,27,1,38,30
32,44,25,2,11,22,45,1
47,15,43,14,26,12,45,34
22,36,8,41,16,43,40,27
23,24,46,3,36,15,7,42
33,35,7,16,13,46,45,19
16,3,13,14,34,46,41,4
14,18,33,28,39,24,9,27
1,21,17,3,18,36,26,44
10,12,20,11,27,24,15,48
30,41,17,14,36,6,43,22
29,34,33,7,23,20,45,31
19,14,30,10,44,6,40,20
15,38,46,21,30,48,27,35
2,45,24,35,37,4,40,29
28,13,14,35,41,23,18,46
41,18,7,26,40,35,23,39
18,19,30,21,39,24,41,47
27,22,18,12,4,13,45,42
44,19,18,8,3,2,32,11
41,6,14,44,19,26,31,13
45,2,9,42,47,39,21,23
22,24,16,45,39,34,17,40
13,12,17,8,9,35,5,37
5,17,42,36,31,43,46,16
22,14,4,45,30,11,12,49
27,9,45,48,26,3,33,46
34,19,18,36,21,20,5,44
19,48,12,34,6,9,38,26
14,19,43,17,9,16,38,26
44,34,11,42,21,7,37,49
33,39,6,25,12,8,1,31
9,38,21,20,39,19,40,31
33,49,8,15,9,25,27,18
21,39,7,5,40,49,16,6
18,34,17,43,6,13,8,41
19,15,46,1,8,49,42,41
1,46,4,37,39,25,26,42
49,9,15,31,34,35,1,6
27,16,23,45,18,7,31,29
37,32,5,22,36,12,34,15
4,17,6,35,38,48,14,19
37,22,46,8,47,12,49,42
45,4,20,43,39,33,10,35
28,15,11,9,40,16,49,21
10,30,29,23,1,34,28,27
4,46,23,14,8,2,12,43
9,36,48,33,39,16,44,38
21,49,33,36,39,18,23,14
6,40,23,9,41,30,17,13
15,11,14,7,32,41,10,44
16,44,21,47,24,45,42,6
10,39,4,32,44,37,40,19
29,17,14,26,18,13,24,5
37,45,34,2,47,23,36,12
43,1,23,16,17,34,6,45
3,19,6,30,49,24,12,38
8,7,40,18,26,5,41,17
29,26,49,34,1,10,3,14
15,8,5,31,25,40,9,12
46,24,14,40,29,7,44,26
14,45,44,32,8,41,40,26
29,7,1,13,12,18,2,16
29,25,21,11,4,35,19,2
28,39,3,34,35,10,20,23
34,43,19,33,47,16,29,15
7,30,17,14,9,44,21,27
6,16,20,5,17,25,1,40
12,42,20,13,40,37,48,6
20,6,23,15,43,10,5,47
13,5,26,44,7,27,37,1
31,29,17,44,9,28,22,47
34,18,25,9,29,6,17,47
12,39,35,28,16,10,14,19
4,34,11,16,14,12,22,45
11,46,8,13,41,7,23,34
17,48,36,24,13,6,45,23
27,48,34,5,22,24,35,10
14,24,25,20,34,42,2,36
43,44,30,34,29,47,7,27
19,11,24,39,18,37,33,16
37,10,17,11,48,15,26,7
22,49,46,48,4,13,17,15
34,46,26,35,37,25,10,49
42,43,41,37,16,10,9,22
12,45,26,39,17,25,33,3
25,5,32,19,10,33,39,38
43,7,14,42,40,29,45,17
32,24,49,9,29,25,13,37
7,18,40,20,10,8,13,14
1,19,10,8,4,47,15,2
10,19,7,15,41,44,25,39
28,10,49,31,45,27,39,1
14,35,18,12,15,31,23,44
34,10,27,39,24,32,22,19
34,26,18,7,22,10,1,45
37,23,43,40,10,3,29,11
21,25,38,20,42,14,9,30
40,49,7,18,30,10,8,17
16,43,45,34,29,2,20,4
19,15,34,28,37,32,49,10
40,32,22,25,27,31,11,8
48,24,26,46,47,4,9,14
2,42,22,31,3,16,39,33
31,44,46,2,25,4,24,17
44,22,9,29,38,11,39,37
46,8,21,6,3,5,34,48
21,10,33,24,11,34,45,6
31,42,40,39,43,4,10,47
1,11,8,29,14,39,12,22
6,27,40,20,26,3,18,43
16,3,21,5,41,27,18,7
13,41,26,29,44,38,17,33
23,35,47,20,11,48,2,32
19,47,45,14,41,3,16,24
9,41,28,21,22,48,33,34
46,18,20,19,16,8,43,45
16,45,13,36,8,46,35,22
19,5,24,35,37,16,20,3
45,38,34,43,18,28,47,20
22,3,37,2,17,28,13,12
16,12,42,37,3,48,18,2
10,49,2,32,39,24,13,46
34,9,20,28,42,26,35,4
48,43,18,24,6,13,38,25
16,8,25,33,39,38,13,32
21,39,23,17,26,1,9,27
43,33,14,2,39,19,41,10
2,19,35,21,12,48,39,49
4,12,3,9,23,2,44,31
18,36,33,8,13,42,11,46
4,41,24,34,47,45,5,13
28,5,40,30,1,27,15,31
29,47,25,49,34,3,21,23
20,18,21,13,45,44,17,12
27,37,26,3,10,22,11,31
10,24,31,17,26,3,40,19
10,8,27,41,16,39,24,13
27,19,21,47,30,10,45,1
1,6,14,28,31,4,13,26
41,15,35,49,29,14,37,46
14,45,49,24,41,23,27,31
45,13,27,5,37,21,44,10
46,42,41,28,20,23,44,39
28,33,39,22,13,24,44,14
29,24,38,14,7,22,18,34
36,46,2,13,3,38,9,31
27,49,25,34,33,38,10,7
39,18,30,42,35,11,13,23
47,46,41,34,10,14,8,39
20,28,36,35,12,15,47,13
16,34,37,29,41,33,47,48
27,1,41,33,42,18,24,14
12,43,15,2,27,28,42,19
4,43,49,41,13,31,44,10
40,27,30,20,3,38,9,4
47,27,44,40,29,23,2,10
27,46,36,47,11,6,23,29
31,15,16,13,30,20,21,24
39,46,36,30,9,42,29,27
8,34,25,1,41,28,43,32
38,11,12,22,40,9,10,32
30,4,41,40,20,36,16,6
35,19,4,34,20,27,10,37
28,22,25,27,33,5,12,2
4,37,17,22,25,11,42,29
38,19,48,2,34,31,33,23
10,29,8,6,41,31,18,27
10,1,28,45,20,36,39,37
31,14,29,32,2,45,22,30
24,16,32,43,49,14,42,26
20,44,39,19,34,24,26,2
15,36,20,26,3,45,16,37
22,10,8,3,2,25,20,30
35,6,25,29,18,12,37,33
46,40,31,6,48,38,18,13
38,11,40,15,41,34,43,13
17,5,19,24,8,2,7,30
36,15,19,33,41,27,12,48
11,23,30,32,12,48,27,17
31,12,5,7,44,43,1,38
43,3,44,1,4,29,41,5
17,23,13,41,16,10,34,3
40,16,17,27,14,22,3,13
15,7,25,34,21,22,42,5
10,31,45,48,5,6,44,40
21,12,18,43,27,38,15,1
32,6,28,47,3,2,22,39
1,33,38,36,37,47,44,7
12,39,42,35,44,22,46,48
47,14,40,26,12,41,27,35
12,32,27,45,11,41,14,7
28,36,40,4,30,48,9,1
15,40,37,34,38,5,47,39
12,14,24,18,36,37,9,23
42,47,32,25,9,43,34,44
