33,30,17,41,29
45,25,9,46,43
45,36,2,49,23
4,8,34,31,48
17,33,18,23,34
4,11,12,40,23
30,25,27,19,26
15,13,31,37,22
34,13,7,19,44
13,25,43,44,11
20,23,18,27,31
29,6,37,26,31
41,13,33,6,42
39,10,42,33,35
42,19,13,23,10
10,17,35,26,20
47,6,32,20,33
29,42,15,14,8
8,17,35,22,28
17,5,13,28,47
17,7,38,5,28
25,28,12,31,41
42,40,14,30,45
34,25,49,18,19
20,49,44,22,5
48,4,25,28,7
41,15,49,20,13
39,49,47,14,38
9,5,35,36,22
25,27,21,39,24
48,39,28,9,4
22,3,36,14,47
41,49,10,4,13
3,6,44,39,7
49,26,14,35,22
48,9,27,11,46
11,32,41,9,5
42,33,47,21,3
29,1,10,26,6
28,6,41,40,26
27,44,15,30,14
30,4,41,16,42
37,14,44,17,11
19,14,13,26,5
28,2,33,4,47
4,44,43,33,9
29,8,4,40,22
38,30,23,33,13
34,22,9,26,20
27,4,39,41,17
32,13,42,34,39
37,5,49,19,26
23,41,29,25,19
11,41,49,40,38
32,30,49,46,39
2,26,45,30,9
2,7,18,9,34
31,1,12,22,7
27,35,32,39,36
31,6,13,26,41
26,18,28,47,45
7,17,42,9,23
7,43,1,45,34
41,46,8,13,31
30,2,34,3,1
28,47,30,15,13
47,49,26,39,13
34,19,38,11,39
34,18,24,3,42
22,20,45,10,17
23,1,37,44,36
26,8,17,12,46
16,28,42,38,27
44,48,32,12,21
11,17,37,28,35
23,26,31,13,49
6,37,34,11,15
43,15,26,49,35
15,17,35,10,8
18,48,14,36,2
31,7,9,41,47
13,23,4,18,25
39,9,45,19,48
3,5,17,46,8
36,25,23,9,3
32,34,10,37,18
43,34,36,12,28
49,29,42,16,9
19,6,42,45,23
28,19,39,10,11
34,8,26,2,1
45,38,18,23,22
32,49,35,43,18
25,38,7,42,2
10,28,49,38,39
10,43,42,29,1
47,28,22,20,3
32,24,40,23,46
45,26,47,31,12
29,14,6,41,21
25,6,9,15,45
18,25,6,15,36
1,9,11,24,13
15,2,49,41,25
14,39,33,16,29
14,37,28,48,41
19,29,8,44,3
14,7,13,36,33
21,19,35,13,5
14,24,47,41,23
46,19,3,12,6
33,42,24,37,36
26,35,36,24,23
47,13,34,17,30
26,24,3,47,14
2,30,36,25,48
3,37,46,36,17
6,15,21,30,4
31,24,7,48,42
8,2,20,26,28
4,11,17,20,47
17,43,1,18,5
37,19,17,40,28
47,38,14,37,49
37,42,9,40,17
41,35,29,2,3
42,41,33,24,17
11,4,25,16,8
7,14,40,41,25
1,6,14,37,29
30,25,32,36,40
34,31,23,26,5
13,30,16,32,24
28,3,29,36,14
14,18,38,8,33
44,18,30,41,43
35,24,48,40,5
45,16,7,46,37
21,36,25,48,9
