33,44,4,8,7,11
1,17,24,33,16,26
44,40,3,29,24,10
13,6,14,42,15,4
45,31,23,25,28,33
30,48,13,19,20,39
7,6,46,34,27,48
29,18,6,33,30,38
3,36,21,24,6,8
19,44,13,21,22,23
21,10,46,28,37,36
19,17,41,42,23,20
22,24,37,39,15,6
2,8,41,27,32,23
21,39,38,3,2,12
33,25,38,8,32,18
48,38,25,8,41,10
2,37,48,25,41,17
22,14,49,4,36,6
23,36,27,47,4,12
27,47,3,39,19,6
27,47,44,2,49,15
13,41,49,34,7,22
43,10,34,19,11,48
37,18,13,24,34,9
4,27,10,35,31,13
22,1,41,16,24,31
31,35,25,39,33,40
35,22,2,19,49,1
30,35,19,26,22,40
8,29,20,1,31,48
29,30,6,35,2,38
46,23,42,7,37,36
43,31,47,15,21,3
48,19,28,18,4,30
1,45,42,17,35,29
4,26,36,9,32,46
45,28,10,37,5,2
35,18,30,29,5,32
4,27,34,20,14,11
2,35,42,10,46,20
2,8,40,41,10,26
40,2,23,35,39,11
35,26,44,16,36,40
26,31,42,3,17,24
2,20,37,32,11,43
44,5,16,11,21,28
47,16,2,10,22,8
40,10,8,6,32,23
41,15,25,43,37,47
9,27,31,8,33,22
41,37,29,22,7,20
34,39,27,45,49,4
37,3,10,12,11,42
40,45,30,43,48,37
47,28,35,13,26,32
41,22,44,32,45,49
3,19,23,48,9,5
44,9,18,45,42,47
46,13,48,17,38,16
12,6,10,47,39,49
17,38,13,33,30,26
48,39,25,24,28,23
5,47,1,31,34,33
19,31,9,29,8,2
2,45,6,40,3,37
22,27,30,42,43,37
20,45,10,39,11,27
36,35,37,15,30,44
33,28,24,16,35,34
35,1,41,10,13,47
39,47,49,26,3,42
12,45,27,48,10,18
5,24,43,33,38,7
3,8,35,47,9,31
43,23,21,32,12,18
14,10,33,44,7,40
5,17,14,30,28,13
15,14,19,39,43,12
23,2,16,15,14,25
41,35,9,47,11,10
46,31,24,10,36,4
45,30,1,44,40,4
12,30,49,22,46,34
30,22,26,28,6,38
6,43,2,31,46,19
26,36,21,12,13,24
43,38,46,19,37,24
5,44,3,45,38,48
13,41,7,1,22,8
28,39,22,16,7,31
8,48,1,6,32,25
22,9,18,30,42,43
46,21,49,19,8,39
26,40,42,28,21,34
49,29,34,39,24,16
49,44,16,7,30,20
13,46,17,48,15,38
44,3,20,11,7,13
47,33,23,26,40,28
15,12,9,2,47,8
17,34,9,48,37,15
34,12,47,18,16,2
7,5,16,39,43,46
47,34,15,33,10,19
32,19,49,9,29,12
46,42,4,22,25,30
39,35,9,17,38,31
35,40,18,36,16,20
43,46,11,22,6,45
34,32,15,49,13,2
16,5,49,18,37,28
38,12,35,27,14,23
26,4,43,30,25,19
21,46,1,47,14,27
15,28,42,23,16,33
35,16,38,46,43,23
14,12,3,4,33,34
24,26,21,23,27,45
18,4,10,15,47,6
9,34,49,29,44,37
22,41,38,5,23,42
40,2,11,33,47,31
47,42,44,45,8,24
6,13,33,34,24,15
41,5,11,39,47,3
48,23,35,2,42,26
32,24,36,41,3,5
33,37,48,29,14,17
13,29,47,31,6,43
29,34,21,46,25,13
37,4,9,35,16,18
18,36,20,17,30,41
26,2,15,32,18,24
5,43,35,41,36,44
21,19,45,20,43,26
18,17,5,27,46,11
27,30,16,19,34,47
27,20,38,37,16,21
40,28,6,31,2,18
18,17,22,14,25,4
17,46,44,43,1,3
2,29,28,8,5,6
38,15,16,17,40,4
30,44,18,45,34,29
2,45,35,41,11,27
48,30,4,43,21,31
19,27,33,49,46,16
21,43,1,42,28,4
41,3,5,13,15,14
15,16,19,2,21,25
10,29,20,18,31,42
27,29,38,4,5,43
15,21,35,1,10,20
15,22,26,27,1,31
39,8,22,40,47,13
23,5,42,48,9,20
8,30,29,3,42,12
10,48,22,3,1,36
44,25,39,3,17,40
22,48,4,46,16,42
11,48,43,31,36,13
49,12,10,14,39,11
29,11,22,6,2,13
26,34,15,1,22,6
5,3,14,1,23,7
1,33,40,48,36,11
1,10,9,3,42,34
42,36,40,15,43,17
37,1,43,39,40,28
47,44,49,2,34,8
40,25,27,15,19,17
5,10,38,33,47,26
34,46,27,25,7,2
41,15,46,42,22,23
43,10,27,38,4,25
4,40,20,22,8,6
29,40,3,46,13,48
33,46,17,29,26,4
41,19,1,45,26,32
23,7,38,34,37,15
32,1,12,5,29,30
44,6,24,31,20,19
15,31,11,6,30,17
34,48,4,39,35,27
23,49,43,6,48,17
4,46,20,41,11,49
48,22,43,5,4,1
25,19,29,7,46,37
28,19,40,13,4,45
44,26,2,19,32,6
46,5,35,12,10,44
33,6,8,3,12,10
44,8,40,35,36,38
43,4,29,36,42,35
43,23,1,22,36,35
29,48,41,47,4,38
39,42,34,3,23,11
26,21,3,33,28,48
33,30,2,48,27,15
14,26,30,35,44,31
13,42,20,15,19,21
24,11,27,36,22,31
15,38,5,35,20,28
39,1,47,25,45,38
3,22,46,48,49,30
41,40,24,34,36,47
43,6,48,8,31,32
24,44,5,2,40,49
34,29,48,32,46,14
8,2,26,48,33,41
19,23,47,49,32,5
21,32,11,46,40,10
5,44,43,11,26,21
20,17,32,12,44,22
27,44,1,2,30,38
37,34,31,23,32,12
40,37,7,28,3,15
18,9,23,24,11,12
27,31,43,44,1,49
4,12,17,27,14,41
22,12,35,34,30,47
3,46,40,22,26,29
18,14,48,17,12,10
30,4,20,24,29,35
20,22,32,3,5,9
22,4,47,8,26,19
23,24,2,26,30,32
30,12,1,26,8,17
26,4,42,30,14,49
22,6,5,8,44,39
48,29,24,7,14,30
32,46,25,3,33,45
41,32,26,47,15,44
23,42,16,41,43,38
18,43,36,11,47,17
16,23,11,32,8,31
38,22,30,40,6,48
49,3,8,12,10,37
7,27,43,4,24,48
22,8,38,31,10,1
20,6,9,40,8,17
47,38,13,6,31,37
5,6,41,4,30,31
43,39,18,23,48,8
4,33,48,8,46,9
12,20,24,19,33,31
22,31,30,21,46,36
36,46,11,9,41,16
32,27,26,49,4,48
32,30,19,10,48,42
49,8,23,18,37,6
15,45,31,4,23,19
30,6,25,28,44,15
40,26,31,16,18,32
